code,name,name_en,full_name,full_name_en,code_name,district_code,center
03046,Bản Hồ,Ban Ho,Xã Bản Hồ,Ban Ho Commune,ban_ho,088,"22.2636877, 103.9680547"
03052,Liên Minh,Lien Minh,Xã Liên Minh,Lien Minh Commune,lien_minh,088,"22.2176594, 104.0344709"
03055,Khánh Yên,Khanh Yen,Thị trấn Khánh Yên,Khanh Yen Township,khanh_yen,089,"22.0889921, 104.2527799"
03061,Võ Lao,Vo Lao,Xã Võ Lao,Vo Lao Commune,vo_lao,089,
03064,Sơn Thuỷ,Son Thuy,Xã Sơn Thuỷ,Son Thuy Commune,son_thuy,089,
03067,Nậm Mả,Nam Ma,Xã Nậm Mả,Nam Ma Commune,nam_ma,089,
03070,Tân Thượng,Tan Thuong,Xã Tân Thượng,Tan Thuong Commune,tan_thuong,089,
03073,Nậm Rạng,Nam Rang,Xã Nậm Rạng,Nam Rang Commune,nam_rang,089,
03076,Nậm Chầy,Nam Chay,Xã Nậm Chầy,Nam Chay Commune,nam_chay,089,
03079,Tân An,Tan An,Xã Tân An,Tan An Commune,tan_an,089,
03082,Khánh Yên Thượng,Khanh Yen Thuong,Xã Khánh Yên Thượng,Khanh Yen Thuong Commune,khanh_yen_thuong,089,
03085,Nậm Xé,Nam Xe,Xã Nậm Xé,Nam Xe Commune,nam_xe,089,
03088,Dần Thàng,Dan Thang,Xã Dần Thàng,Dan Thang Commune,dan_thang,089,
03091,Chiềng Ken,Chieng Ken,Xã Chiềng Ken,Chieng Ken Commune,chieng_ken,089,
03094,Làng Giàng,Lang Giang,Xã Làng Giàng,Lang Giang Commune,lang_giang,089,
03097,Hoà Mạc,Hoa Mac,Xã Hoà Mạc,Hoa Mac Commune,hoa_mac,089,
03100,Khánh Yên Trung,Khanh Yen Trung,Xã Khánh Yên Trung,Khanh Yen Trung Commune,khanh_yen_trung,089,
03103,Khánh Yên Hạ,Khanh Yen Ha,Xã Khánh Yên Hạ,Khanh Yen Ha Commune,khanh_yen_ha,089,
03106,Dương Quỳ,Duong Quy,Xã Dương Quỳ,Duong Quy Commune,duong_quy,089,
03109,Nậm Tha,Nam Tha,Xã Nậm Tha,Nam Tha Commune,nam_tha,089,
03112,Minh Lương,Minh Luong,Xã Minh Lương,Minh Luong Commune,minh_luong,089,
03115,Thẩm Dương,Tham Duong,Xã Thẩm Dương,Tham Duong Commune,tham_duong,089,
03118,Liêm Phú,Liem Phu,Xã Liêm Phú,Liem Phu Commune,liem_phu,089,
03121,Nậm Xây,Nam Xay,Xã Nậm Xây,Nam Xay Commune,nam_xay,089,
03124,Noong Bua,Noong Bua,Phường Noong Bua,Noong Bua Ward,noong_bua,094,"21.3854622, 103.0339127"
03127,Him Lam,Him Lam,Phường Him Lam,Him Lam Ward,him_lam,094,"21.4048827, 103.0291876"
03130,Thanh Bình,Thanh Binh,Phường Thanh Bình,Thanh Binh Ward,thanh_binh,094,"21.4033812, 103.0066901"
03133,Tân Thanh,Tan Thanh,Phường Tân Thanh,Tan Thanh Ward,tan_thanh,094,"21.3973776, 103.0211767"
03136,Mường Thanh,Muong Thanh,Phường Mường Thanh,Muong Thanh Ward,muong_thanh,094,"21.3872796, 103.0168652"
03139,Nam Thanh,Nam Thanh,Phường Nam Thanh,Nam Thanh Ward,nam_thanh,094,"21.3747318, 103.01178201825238"
03142,Thanh Trường,Thanh Truong,Phường Thanh Trường,Thanh Truong Ward,thanh_truong,094,"21.38199735, 103.00919803156282"
03145,Thanh Minh,Thanh Minh,Xã Thanh Minh,Thanh Minh Commune,thanh_minh,094,"21.4183319, 103.0420494"
03148,Sông Đà,Song Da,Phường Sông Đà,Song Da Ward,song_da,095,"22.0591729, 103.1560421"
03151,Na Lay,Na Lay,Phường Na Lay,Na Lay Ward,na_lay,095,"22.0316468, 103.1538319"
03154,Sín Thầu,Sin Thau,Xã Sín Thầu,Sin Thau Commune,sin_thau,096,"22.3757559, 102.2540299"
03155,Sen Thượng,Sen Thuong,Xã Sen Thượng,Sen Thuong Commune,sen_thuong,096,"22.3977768, 102.338258"
03156,Nậm Tin,Nam Tin,Xã Nậm Tin,Nam Tin Commune,nam_tin,103,
03157,Chung Chải,Chung Chai,Xã Chung Chải,Chung Chai Commune,chung_chai,096,
03158,Leng Su Sìn,Leng Su Sin,Xã Leng Su Sìn,Leng Su Sin Commune,leng_su_sin,096,"22.3417321, 102.3610188"
03159,Pá Mỳ,Pa My,Xã Pá Mỳ,Pa My Commune,pa_my,096,
03160,Mường Nhé,Muong Nhe,Xã Mường Nhé,Muong Nhe Commune,muong_nhe,096,"22.1919176, 102.4584431"
03161,Nậm Vì,Nam Vi,Xã Nậm Vì,Nam Vi Commune,nam_vi,096,"22.2117025, 102.5299823"
03162,Nậm Kè,Nam Ke,Xã Nậm Kè,Nam Ke Commune,nam_ke,096,
03163,Mường Toong,Muong Toong,Xã Mường Toong,Muong Toong Commune,muong_toong,096,"22.1574708, 102.5724901"
03164,Quảng Lâm,Quang Lam,Xã Quảng Lâm,Quang Lam Commune,quang_lam,096,
03165,Pa Tần,Pa Tan,Xã Pa Tần,Pa Tan Commune,pa_tan,103,"22.0362367, 102.7462444"
03166,Chà Cang,Cha Cang,Xã Chà Cang,Cha Cang Commune,cha_cang,103,"21.9659423, 102.8637403"
03167,Na Cô Sa,Na Co Sa,Xã Na Cô Sa,Na Co Sa Commune,na_co_sa,103,
03168,Nà Khoa,Na Khoa,Xã Nà Khoa,Na Khoa Commune,na_khoa,103,"21.9016269, 102.7086828"
03169,Nà Hỳ,Na Hy,Xã Nà Hỳ,Na Hy Commune,na_hy,103,
03170,Nà Bủng,Na Bung,Xã Nà Bủng,Na Bung Commune,na_bung,103,
03171,Nậm Nhừ,Nam Nhu,Xã Nậm Nhừ,Nam Nhu Commune,nam_nhu,103,
03172,Mường Chà,Muong Cha,Thị trấn Mường Chà,Muong Cha Township,muong_cha,097,"21.7586618, 103.0904718"
03173,Nậm Chua,Nam Chua,Xã Nậm Chua,Nam Chua Commune,nam_chua,103,
03174,Nậm Khăn,Nam Khan,Xã Nậm Khăn,Nam Khan Commune,nam_khan,103,
03175,Chà Tở,Cha To,Xã Chà Tở,Cha To Commune,cha_to,103,
03176,Vàng Đán,Vang Dan,Xã Vàng Đán,Vang Dan Commune,vang_dan,103,
03177,Huổi Lếnh,Huoi Lenh,Xã Huổi Lếnh,Huoi Lenh Commune,huoi_lenh,096,
03178,Xá Tổng,Xa Tong,Xã Xá Tổng,Xa Tong Commune,xa_tong,097,
03181,Mường Tùng,Muong Tung,Xã Mường Tùng,Muong Tung Commune,muong_tung,097,
03184,Lay Nưa,Lay Nua,Xã Lay Nưa,Lay Nua Commune,lay_nua,095,"21.9988133, 103.1476951"
03187,Chà Nưa,Cha Nua,Xã Chà Nưa,Cha Nua Commune,cha_nua,103,
03190,Hừa Ngài,Hua Ngai,Xã Hừa Ngài,Hua Ngai Commune,hua_ngai,097,
03191,Huổi Mí,Huoi Mi,Xã Huổi Mí,Huoi Mi Commune,huoi_mi,097,
03193,Pa Ham,Pa Ham,Xã Pa Ham,Pa Ham Commune,pa_ham,097,"21.9312434, 103.2376065"
03194,Nậm Nèn,Nam Nen,Xã Nậm Nèn,Nam Nen Commune,nam_nen,097,
03196,Huổi Lèng,Huoi Leng,Xã Huổi Lèng,Huoi Leng Commune,huoi_leng,097,"21.8786497, 103.1328962"
03197,Sa Lông,Sa Long,Xã Sa Lông,Sa Long Commune,sa_long,097,"21.8216043, 103.1154012"
03198,Phìn Hồ,Phin Ho,Xã Phìn Hồ,Phin Ho Commune,phin_ho,103,
03199,Si Pa Phìn,Si Pa Phin,Xã Si Pa Phìn,Si Pa Phin Commune,si_pa_phin,103,
03200,Ma Thì Hồ,Ma Thi Ho,Xã Ma Thì Hồ,Ma Thi Ho Commune,ma_thi_ho,097,
03201,Na Sang,Na Sang,Xã Na Sang,Na Sang Commune,na_sang,097,"21.7148723, 103.0809188"
03202,Mường Mươn,Muong Muon,Xã Mường Mươn,Muong Muon Commune,muong_muon,097,
03203,Điện Biên Đông,Dien Bien Dong,Thị trấn Điện Biên Đông,Dien Bien Dong Township,dien_bien_dong,101,"21.296732, 103.220093"
03205,Na Son,Na Son,Xã Na Son,Na Son Commune,na_son,101,
03208,Phì Nhừ,Phi Nhu,Xã Phì Nhừ,Phi Nhu Commune,phi_nhu,101,
03211,Chiềng Sơ,Chieng So,Xã Chiềng Sơ,Chieng So Commune,chieng_so,101,
03214,Mường Luân,Muong Luan,Xã Mường Luân,Muong Luan Commune,muong_luan,101,
03217,Tủa Chùa,Tua Chua,Thị trấn Tủa Chùa,Tua Chua Township,tua_chua,098,"21.8558447, 103.3435333"
03220,Huổi Só,Huoi So,Xã Huổi Só,Huoi So Commune,huoi_so,098,
03223,Xín Chải,Xin Chai,Xã Xín Chải,Xin Chai Commune,xin_chai,098,
03226,Tả Sìn Thàng,Ta Sin Thang,Xã Tả Sìn Thàng,Ta Sin Thang Commune,ta_sin_thang,098,"22.0272399, 103.3370694"
03229,Lao Xả Phình,Lao Xa Phinh,Xã Lao Xả Phình,Lao Xa Phinh Commune,lao_xa_phinh,098,
03232,Tả Phìn,Ta Phin,Xã Tả Phìn,Ta Phin Commune,ta_phin,098,"21.9891515, 103.3664588"
03235,Tủa Thàng,Tua Thang,Xã Tủa Thàng,Tua Thang Commune,tua_thang,098,
03238,Trung Thu,Trung Thu,Xã Trung Thu,Trung Thu Commune,trung_thu,098,
03241,Sính Phình,Sinh Phinh,Xã Sính Phình,Sinh Phinh Commune,sinh_phinh,098,
03244,Sáng Nhè,Sang Nhe,Xã Sáng Nhè,Sang Nhe Commune,sang_nhe,098,
03247,Mường Đun,Muong Dun,Xã Mường Đun,Muong Dun Commune,muong_dun,098,
03250,Mường Báng,Muong Bang,Xã Mường Báng,Muong Bang Commune,muong_bang,098,
03253,Tuần Giáo,Tuan Giao,Thị trấn Tuần Giáo,Tuan Giao Township,tuan_giao,099,"21.5886847, 103.4209617"
03256,Mường Ảng,Muong Ang,Thị trấn Mường Ảng,Muong Ang Township,muong_ang,102,"21.5194819, 103.2223919"
03259,Phình Sáng,Phinh Sang,Xã Phình Sáng,Phinh Sang Commune,phinh_sang,099,
03260,Rạng Đông,Rang Dong,Xã Rạng Đông,Rang Dong Commune,rang_dong,099,
03262,Mùn Chung,Mun Chung,Xã Mùn Chung,Mun Chung Commune,mun_chung,099,
03263,Nà Tòng,Na Tong,Xã Nà Tòng,Na Tong Commune,na_tong,099,
03265,Ta Ma,Ta Ma,Xã Ta Ma,Ta Ma Commune,ta_ma,099,
03268,Mường Mùn,Muong Mun,Xã Mường Mùn,Muong Mun Commune,muong_mun,099,
03269,Pú Xi,Pu Xi,Xã Pú Xi,Pu Xi Commune,pu_xi,099,
03271,Pú Nhung,Pu Nhung,Xã Pú Nhung,Pu Nhung Commune,pu_nhung,099,
03274,Quài Nưa,Quai Nua,Xã Quài Nưa,Quai Nua Commune,quai_nua,099,
03277,Mường Thín,Muong Thin,Xã Mường Thín,Muong Thin Commune,muong_thin,099,
03280,Tỏa Tình,Toa Tinh,Xã Tỏa Tình,Toa Tinh Commune,toa_tinh,099,
03283,Nà Sáy,Na Say,Xã Nà Sáy,Na Say Commune,na_say,099,
03284,Mường Khong,Muong Khong,Xã Mường Khong,Muong Khong Commune,muong_khong,099,
03286,Mường Đăng,Muong Dang,Xã Mường Đăng,Muong Dang Commune,muong_dang,102,
03287,Ngối Cáy,Ngoi Cay,Xã Ngối Cáy,Ngoi Cay Commune,ngoi_cay,102,
03289,Quài Cang,Quai Cang,Xã Quài Cang,Quai Cang Commune,quai_cang,099,
03292,Ẳng Tở,Ang To,Xã Ẳng Tở,Ang To Commune,ang_to,102,
03295,Quài Tở,Quai To,Xã Quài Tở,Quai To Commune,quai_to,099,
03298,Chiềng Sinh,Chieng Sinh,Xã Chiềng Sinh,Chieng Sinh Commune,chieng_sinh,099,
03299,Chiềng Đông,Chieng Dong,Xã Chiềng Đông,Chieng Dong Commune,chieng_dong,099,
03301,Búng Lao,Bung Lao,Xã Búng Lao,Bung Lao Commune,bung_lao,102,
03302,Xuân Lao,Xuan Lao,Xã Xuân Lao,Xuan Lao Commune,xuan_lao,102,
03304,Tênh Phông,Tenh Phong,Xã Tênh Phông,Tenh Phong Commune,tenh_phong,099,
03307,Ẳng Nưa,Ang Nua,Xã Ẳng Nưa,Ang Nua Commune,ang_nua,102,
03310,Ẳng Cang,Ang Cang,Xã Ẳng Cang,Ang Cang Commune,ang_cang,102,
03312,Nặm Lịch,Nam Lich,Xã Nặm Lịch,Nam Lich Commune,nam_lich,102,
03313,Mường Lạn,Muong Lan,Xã Mường Lạn,Muong Lan Commune,muong_lan,102,
03316,Nà Tấu,Na Tau,Xã Nà Tấu,Na Tau Commune,na_tau,094,
03317,Nà Nhạn,Na Nhan,Xã Nà Nhạn,Na Nhan Commune,na_nhan,094,
03319,Mường Pồn,Muong Pon,Xã Mường Pồn,Muong Pon Commune,muong_pon,100,
03322,Thanh Nưa,Thanh Nua,Xã Thanh Nưa,Thanh Nua Commune,thanh_nua,100,
03323,Hua Thanh,Hua Thanh,Xã Hua Thanh,Hua Thanh Commune,hua_thanh,100,"21.2059884, 102.9549193"
03325,Mường Phăng,Muong Phang,Xã Mường Phăng,Muong Phang Commune,muong_phang,094,"21.4487193, 103.1349607"
03326,Pá Khoang,Pa Khoang,Xã Pá Khoang,Pa Khoang Commune,pa_khoang,094,"21.44250405, 103.09089089654671"
03328,Thanh Luông,Thanh Luong,Xã Thanh Luông,Thanh Luong Commune,thanh_luong,100,
03331,Thanh Hưng,Thanh Hung,Xã Thanh Hưng,Thanh Hung Commune,thanh_hung,100,"13.075312, 107.8894558"
03334,Thanh Xương,Thanh Xuong,Xã Thanh Xương,Thanh Xuong Commune,thanh_xuong,100,
03337,Thanh Chăn,Thanh Chan,Xã Thanh Chăn,Thanh Chan Commune,thanh_chan,100,
03340,Pa Thơm,Pa Thom,Xã Pa Thơm,Pa Thom Commune,pa_thom,100,
03343,Thanh An,Thanh An,Xã Thanh An,Thanh An Commune,thanh_an,100,"19.80875635, 105.7743509692098"
03346,Thanh Yên,Thanh Yen,Xã Thanh Yên,Thanh Yen Commune,thanh_yen,100,"21.7164792, 104.9027226"
03349,Noong Luống,Noong Luong,Xã Noong Luống,Noong Luong Commune,noong_luong,100,
03352,Noọng Hẹt,Noong Het,Xã Noọng Hẹt,Noong Het Commune,noong_het,100,
03355,Sam Mứn,Sam Mun,Xã Sam Mứn,Sam Mun Commune,sam_mun,100,
03356,Pom Lót,Pom Lot,Xã Pom Lót,Pom Lot Commune,pom_lot,100,
03358,Núa Ngam,Nua Ngam,Xã Núa Ngam,Nua Ngam Commune,nua_ngam,100,
03359,Hẹ Muông,He Muong,Xã Hẹ Muông,He Muong Commune,he_muong,100,"22.0484698, 103.1590651"
03361,Na Ư,Na U,Xã Na Ư,Na U Commune,na_u,100,"21.1945853, 102.9582292"
03364,Mường Nhà,Muong Nha,Xã Mường Nhà,Muong Nha Commune,muong_nha,100,"21.1269462, 103.1004962"
03365,Na Tông,Na Tong,Xã Na Tông,Na Tong Commune,na_tong,100,
03367,Mường Lói,Muong Loi,Xã Mường Lói,Muong Loi Commune,muong_loi,100,
03368,Phu Luông,Phu Luong,Xã Phu Luông,Phu Luong Commune,phu_luong,100,
03370,Pú Nhi,Pu Nhi,Xã Pú Nhi,Pu Nhi Commune,pu_nhi,101,
03371,Nong U,Nong U,Xã Nong U,Nong U Commune,nong_u,101,
03373,Xa Dung,Xa Dung,Xã Xa Dung,Xa Dung Commune,xa_dung,101,
03376,Keo Lôm,Keo Lom,Xã Keo Lôm,Keo Lom Commune,keo_lom,101,
03379,Luân Giới,Luan Gioi,Xã Luân Giới,Luan Gioi Commune,luan_gioi,101,
03382,Phình Giàng,Phinh Giang,Xã Phình Giàng,Phinh Giang Commune,phinh_giang,101,
03383,Pú Hồng,Pu Hong,Xã Pú Hồng,Pu Hong Commune,pu_hong,101,
03384,Tìa Dình,Tia Dinh,Xã Tìa Dình,Tia Dinh Commune,tia_dinh,101,
03385,Háng Lìa,Hang Lia,Xã Háng Lìa,Hang Lia Commune,hang_lia,101,
03386,Quyết Thắng,Quyet Thang,Phường Quyết Thắng,Quyet Thang Ward,quyet_thang,105,"22.4047414, 103.4302312"
03387,Tân Phong,Tan Phong,Phường Tân Phong,Tan Phong Ward,tan_phong,105,"22.3893404, 103.4662328"
03388,Quyết Tiến,Quyet Tien,Phường Quyết Tiến,Quyet Tien Ward,quyet_tien,105,"22.4033352, 103.4459251"
03389,Đoàn Kết,Doan Ket,Phường Đoàn Kết,Doan Ket Ward,doan_ket,105,"22.3983245, 103.456354"
03390,Tam Đường,Tam Duong,Thị trấn Tam Đường,Tam Duong Township,tam_duong,106,"22.322072, 103.6227001"
03391,Lả Nhì Thàng,La Nhi Thang,Xã Lả Nhì Thàng,La Nhi Thang Commune,la_nhi_thang,109,"22.7741057, 103.349273"
03394,Thèn Sin,Then Sin,Xã Thèn Sin,Then Sin Commune,then_sin,106,
03400,Tả Lèng,Ta Leng,Xã Tả Lèng,Ta Leng Commune,ta_leng,106,"22.3210588, 103.62323732642714"
03403,Sùng Phài,Sung Phai,Xã Sùng Phài,Sung Phai Commune,sung_phai,105,"22.4131328, 103.4615251"
03405,Giang Ma,Giang Ma,Xã Giang Ma,Giang Ma Commune,giang_ma,106,"22.3896723, 103.5492003"
03406,Hồ Thầu,Ho Thau,Xã Hồ Thầu,Ho Thau Commune,ho_thau,106,"22.3687412, 103.5731795"
03408,Đông Phong,Dong Phong,Phường Đông Phong,Dong Phong Ward,dong_phong,105,"22.384507, 103.4868448"
03409,San Thàng,San Thang,Xã San Thàng,San Thang Commune,san_thang,105,"22.3909405, 103.5043731"
03412,Bình Lư,Binh Lu,Xã Bình Lư,Binh Lu Commune,binh_lu,106,"22.3182396, 103.6429381"
03413,Sơn Bình,Son Binh,Xã Sơn Bình,Son Binh Commune,son_binh,106,"22.3319021, 103.6676087"
03415,Nùng Nàng,Nung Nang,Xã Nùng Nàng,Nung Nang Commune,nung_nang,106,"22.3677473, 103.4520185"
03418,Bản Giang,Ban Giang,Xã Bản Giang,Ban Giang Commune,ban_giang,106,"22.3280902, 103.5254965"
03421,Bản Hon,Ban Hon,Xã Bản Hon,Ban Hon Commune,ban_hon,106,"22.3107758, 103.5641885"
03424,Bản Bo,Ban Bo,Xã Bản Bo,Ban Bo Commune,ban_bo,106,
03427,Nà Tăm,Na Tam,Xã Nà Tăm,Na Tam Commune,na_tam,106,"22.284053, 103.628626"
03430,Khun Há,Khun Ha,Xã Khun Há,Khun Ha Commune,khun_ha,106,"22.244492, 103.6062526"
03433,Mường Tè,Muong Te,Thị trấn Mường Tè,Muong Te Township,muong_te,107,"22.3798799, 102.8231356136438"
03434,Nậm Nhùn,Nam Nhun,Thị trấn Nậm Nhùn,Nam Nhun Township,nam_nhun,112,"22.145033, 102.9998145"
03436,Thu Lũm,Thu Lum,Xã Thu Lũm,Thu Lum Commune,thu_lum,107,"22.7033975, 102.4592138"
03439,Ka Lăng,Ka Lang,Xã Ka Lăng,Ka Lang Commune,ka_lang,107,"22.6541506, 102.4702657"
03440,Tá Bạ,Ta Ba,Xã Tá Bạ,Ta Ba Commune,ta_ba,107,"22.6324805, 102.5563779"
03442,Pa ủ,Pa u,Xã Pa ủ,Pa u Commune,pa_u,107,"22.5848604, 102.6532137"
03445,Mường Tè,Muong Te,Xã Mường Tè,Muong Te Commune,muong_te,107,"22.3798799, 102.8231356136438"
03448,Pa Vệ Sử,Pa Ve Su,Xã Pa Vệ Sử,Pa Ve Su Commune,pa_ve_su,107,"22.4769933, 102.8465447"
03451,Mù Cả,Mu Ca,Xã Mù Cả,Mu Ca Commune,mu_ca,107,"22.5101881, 102.469966"
03454,Bum Tở,Bum To,Xã Bum Tở,Bum To Commune,bum_to,107,"22.3905242, 102.78456735812854"
03457,Nậm Khao,Nam Khao,Xã Nậm Khao,Nam Khao Commune,nam_khao,107,"22.4082712, 102.6741886"
03460,Hua Bun,Hua Bun,Xã Hua Bun,Hua Bun Commune,hua_bun,112,
03463,Tà Tổng,Ta Tong,Xã Tà Tổng,Ta Tong Commune,ta_tong,107,"22.377016, 102.654789"
03466,Bum Nưa,Bum Nua,Xã Bum Nưa,Bum Nua Commune,bum_nua,107,"22.3740176, 102.8465366"
03467,Vàng San,Vang San,Xã Vàng San,Vang San Commune,vang_san,107,"22.3433877, 102.8761267"
03469,Kan Hồ,Kan Ho,Xã Kan Hồ,Kan Ho Commune,kan_ho,107,"22.2919, 102.833"
03472,Mường Mô,Muong Mo,Xã Mường Mô,Muong Mo Commune,muong_mo,112,"22.2262544, 102.9386509"
03473,Nậm Chà,Nam Cha,Xã Nậm Chà,Nam Cha Commune,nam_cha,112,
03474,Nậm Manh,Nam Manh,Xã Nậm Manh,Nam Manh Commune,nam_manh,112,
03475,Nậm Hàng,Nam Hang,Xã Nậm Hàng,Nam Hang Commune,nam_hang,112,"22.1463128, 103.0493224"
03478,Sìn Hồ,Sin Ho,Thị trấn Sìn Hồ,Sin Ho Township,sin_ho,108,"22.359508, 103.2507327"
03481,Lê Lợi,Le Loi,Xã Lê Lợi,Le Loi Commune,le_loi,112,"22.0923304, 103.155849"
03484,Pú Đao,Pu Dao,Xã Pú Đao,Pu Dao Commune,pu_dao,112,"22.1786078, 103.075254"
03487,Chăn Nưa,Chan Nua,Xã Chăn Nưa,Chan Nua Commune,chan_nua,108,"22.187253, 103.1727953"
03488,Nậm Pì,Nam Pi,Xã Nậm Pì,Nam Pi Commune,nam_pi,112,
03490,Huổi Luông,Huoi Luong,Xã Huổi Luông,Huoi Luong Commune,huoi_luong,109,"22.5506307, 103.1929815"
03493,Pa Tần,Pa Tan,Xã Pa Tần,Pa Tan Commune,pa_tan,108,"22.4643403, 103.1976055"
03496,Phìn Hồ,Phin Ho,Xã Phìn Hồ,Phin Ho Commune,phin_ho,108,
03499,Hồng Thu,Hong Thu,Xã Hồng Thu,Hong Thu Commune,hong_thu,108,
03502,Nậm Ban,Nam Ban,Xã Nậm Ban,Nam Ban Commune,nam_ban,112,"22.0902328, 103.1545508"
03503,Trung Chải,Trung Chai,Xã Trung Chải,Trung Chai Commune,trung_chai,112,"22.4116931, 103.1903529"
03505,Phăng Sô Lin,Phang So Lin,Xã Phăng Sô Lin,Phang So Lin Commune,phang_so_lin,108,
03508,Ma Quai,Ma Quai,Xã Ma Quai,Ma Quai Commune,ma_quai,108,
03509,Lùng Thàng,Lung Thang,Xã Lùng Thàng,Lung Thang Commune,lung_thang,108,"22.4880528, 103.0788734"
03511,Tả Phìn,Ta Phin,Xã Tả Phìn,Ta Phin Commune,ta_phin,108,
03514,Sà Dề Phìn,Sa De Phin,Xã Sà Dề Phìn,Sa De Phin Commune,sa_de_phin,108,
03517,Nậm Tăm,Nam Tam,Xã Nậm Tăm,Nam Tam Commune,nam_tam,108,"22.2803701, 103.3985996"
03520,Tả Ngảo,Ta Ngao,Xã Tả Ngảo,Ta Ngao Commune,ta_ngao,108,
03523,Pu Sam Cáp,Pu Sam Cap,Xã Pu Sam Cáp,Pu Sam Cap Commune,pu_sam_cap,108,"22.2289445, 103.4956741"
03526,Nậm Cha,Nam Cha,Xã Nậm Cha,Nam Cha Commune,nam_cha,108,"22.2891498, 103.4279832"
03527,Pa Khoá,Pa Khoa,Xã Pa Khoá,Pa Khoa Commune,pa_khoa,108,"22.2446155, 103.4488803"
03529,Làng Mô,Lang Mo,Xã Làng Mô,Lang Mo Commune,lang_mo,108,
03532,Noong Hẻo,Noong Heo,Xã Noong Hẻo,Noong Heo Commune,noong_heo,108,"22.210739, 103.4715342"
03535,Nậm Mạ,Nam Ma,Xã Nậm Mạ,Nam Ma Commune,nam_ma,108,"22.1934157, 103.3407725"
03538,Căn Co,Can Co,Xã Căn Co,Can Co Commune,can_co,108,
03541,Tủa Sín Chải,Tua Sin Chai,Xã Tủa Sín Chải,Tua Sin Chai Commune,tua_sin_chai,108,
03544,Nậm Cuổi,Nam Cuoi,Xã Nậm Cuổi,Nam Cuoi Commune,nam_cuoi,108,
03547,Nậm Hăn,Nam Han,Xã Nậm Hăn,Nam Han Commune,nam_han,108,
03549,Phong Thổ,Phong Tho,Thị trấn Phong Thổ,Phong Tho Township,phong_tho,109,"22.5454439, 103.2896149"
03550,Sì Lở Lầu,Si Lo Lau,Xã Sì Lở Lầu,Si Lo Lau Commune,si_lo_lau,109,"22.7629981, 103.3275988"
03553,Mồ Sì San,Mo Si San,Xã Mồ Sì San,Mo Si San Commune,mo_si_san,109,"22.7472931, 103.3532274"
03559,Pa Vây Sử,Pa Vay Su,Xã Pa Vây Sử,Pa Vay Su Commune,pa_vay_su,109,"22.7352709, 103.383944"
03562,Vàng Ma Chải,Vang Ma Chai,Xã Vàng Ma Chải,Vang Ma Chai Commune,vang_ma_chai,109,"22.7059286, 103.3223604"
03565,Tông Qua Lìn,Tong Qua Lin,Xã Tông Qua Lìn,Tong Qua Lin Commune,tong_qua_lin,109,
03568,Mù Sang,Mu Sang,Xã Mù Sang,Mu Sang Commune,mu_sang,109,"22.6502695, 103.2972282"
03571,Dào San,Dao San,Xã Dào San,Dao San Commune,dao_san,109,"22.6716795, 103.3613062"
03574,Ma Ly Pho,Ma Ly Pho,Xã Ma Ly Pho,Ma Ly Pho Commune,ma_ly_pho,109,"22.6066637, 103.2107056"
03577,Bản Lang,Ban Lang,Xã Bản Lang,Ban Lang Commune,ban_lang,109,"22.5914874, 103.3792877"
03580,Hoang Thèn,Hoang Then,Xã Hoang Thèn,Hoang Then Commune,hoang_then,109,"22.5586168, 103.3236694"
03583,Khổng Lào,Khong Lao,Xã Khổng Lào,Khong Lao Commune,khong_lao,109,"22.5431595, 103.3498692"
03586,Nậm Xe,Nam Xe,Xã Nậm Xe,Nam Xe Commune,nam_xe,109,
03589,Mường So,Muong So,Xã Mường So,Muong So Commune,muong_so,109,"22.5294843, 103.3551908"
03592,Sin Suối Hồ,Sin Suoi Ho,Xã Sin Suối Hồ,Sin Suoi Ho Commune,sin_suoi_ho,109,
03595,Than Uyên,Than Uyen,Thị trấn Than Uyên,Than Uyen Township,than_uyen,110,"21.9555777, 103.8828729"
03598,Tân Uyên,Tan Uyen,Thị trấn Tân Uyên,Tan Uyen Township,tan_uyen,111,"22.1741089, 103.7547333"
03601,Mường Khoa,Muong Khoa,Xã Mường Khoa,Muong Khoa Commune,muong_khoa,111,
03602,Phúc Khoa,Phuc Khoa,Xã Phúc Khoa,Phuc Khoa Commune,phuc_khoa,111,
03604,Thân Thuộc,Than Thuoc,Xã Thân Thuộc,Than Thuoc Commune,than_thuoc,111,
03605,Trung Đồng,Trung Dong,Xã Trung Đồng,Trung Dong Commune,trung_dong,111,
03607,Hố Mít,Ho Mit,Xã Hố Mít,Ho Mit Commune,ho_mit,111,
03610,Nậm Cần,Nam Can,Xã Nậm Cần,Nam Can Commune,nam_can,111,
03613,Nậm Sỏ,Nam So,Xã Nậm Sỏ,Nam So Commune,nam_so,111,
03616,Pắc Ta,Pac Ta,Xã Pắc Ta,Pac Ta Commune,pac_ta,111,
03618,Phúc Than,Phuc Than,Xã Phúc Than,Phuc Than Commune,phuc_than,110,
03619,Mường Than,Muong Than,Xã Mường Than,Muong Than Commune,muong_than,110,
03622,Tà Mít,Ta Mit,Xã Tà Mít,Ta Mit Commune,ta_mit,111,
03625,Mường Mít,Muong Mit,Xã Mường Mít,Muong Mit Commune,muong_mit,110,
03628,Pha Mu,Pha Mu,Xã Pha Mu,Pha Mu Commune,pha_mu,110,
03631,Mường Cang,Muong Cang,Xã Mường Cang,Muong Cang Commune,muong_cang,110,
