code,name,name_en,full_name,full_name_en,code_name,district_code,center
00001,Phúc Xá,Phuc Xa,Phường Phúc Xá,Phuc Xa Ward,phuc_xa,001,"21.0456942, 105.8482503"
00004,Trúc Bạch,Truc Bach,Phường Trúc Bạch,Truc Bach Ward,truc_bach,001,"21.0460498, 105.8418932"
00006,Vĩnh Phúc,Vinh Phuc,Phường Vĩnh Phúc,Vinh Phuc Ward,vinh_phuc,001,"21.0421695, 105.8101415"
00007,Cống Vị,Cong Vi,Phường Cống Vị,Cong Vi Ward,cong_vi,001,"21.0350399, 105.8101844"
00008,Liễu Giai,Lieu Giai,Phường Liễu Giai,Lieu Giai Ward,lieu_giai,001,"21.0375836, 105.8174205"
00010,Nguyễn Trung Trực,Nguyen Trung Truc,Phường Nguyễn Trung Trực,Nguyen Trung Truc Ward,nguyen_trung_truc,001,"21.0419431, 105.8472242"
00013,Quán Thánh,Quan Thanh,Phường Quán Thánh,Quan Thanh Ward,quan_thanh,001,"21.0415304, 105.8414121"
00016,Ngọc Hà,Ngoc Ha,Phường Ngọc Hà,Ngoc Ha Ward,ngoc_ha,001,"21.0385, 105.8250869"
00019,Điện Biên,Dien Bien,Phường Điện Biên,Dien Bien Ward,dien_bien,001,"21.0323562, 105.8365906"
00022,Đội Cấn,Doi Can,Phường Đội Cấn,Doi Can Ward,doi_can,001,"21.0346472, 105.8266045"
00025,Ngọc Khánh,Ngoc Khanh,Phường Ngọc Khánh,Ngoc Khanh Ward,ngoc_khanh,001,"21.0296494, 105.810283"
00028,Kim Mã,Kim Ma,Phường Kim Mã,Kim Ma Ward,kim_ma,001,"21.0314542, 105.8249046"
00031,Giảng Võ,Giang Vo,Phường Giảng Võ,Giang Vo Ward,giang_vo,001,"21.0269451, 105.8180198"
00034,Thành Công,Thanh Cong,Phường Thành Công,Thanh Cong Ward,thanh_cong,001,"21.0205111, 105.8152857"
00037,Phúc Tân,Phuc Tan,Phường Phúc Tân,Phuc Tan Ward,phuc_tan,002,"21.0363416, 105.855503"
00040,Đồng Xuân,Dong Xuan,Phường Đồng Xuân,Dong Xuan Ward,dong_xuan,002,"21.0388537, 105.8500621"
00043,Hàng Mã,Hang Ma,Phường Hàng Mã,Hang Ma Ward,hang_ma,002,"21.0376748, 105.846332"
00046,Hàng Buồm,Hang Buom,Phường Hàng Buồm,Hang Buom Ward,hang_buom,002,"21.035662, 105.8523329"
00049,Hàng Đào,Hang Dao,Phường Hàng Đào,Hang Dao Ward,hang_dao,002,"21.0342097, 105.850201"
00052,Hàng Bồ,Hang Bo,Phường Hàng Bồ,Hang Bo Ward,hang_bo,002,"21.0350539, 105.8478078"
00055,Cửa Đông,Cua Dong,Phường Cửa Đông,Cua Dong Ward,cua_dong,002,"21.0327458, 105.8455591"
00058,Lý Thái Tổ,Ly Thai To,Phường Lý Thái Tổ,Ly Thai To Ward,ly_thai_to,002,"21.0312636, 105.8552522"
00061,Hàng Bạc,Hang Bac,Phường Hàng Bạc,Hang Bac Ward,hang_bac,002,"21.0337473, 105.8523179"
00064,Hàng Gai,Hang Gai,Phường Hàng Gai,Hang Gai Ward,hang_gai,002,"21.0321611, 105.8490719"
00067,Chương Dương,Chuong Duong,Phường Chương Dương,Chuong Duong Ward,chuong_duong,002,"21.0259068, 105.8612108"
00070,Hàng Trống,Hang Trong,Phường Hàng Trống,Hang Trong Ward,hang_trong,002,"21.028966, 105.8505357"
00073,Cửa Nam,Cua Nam,Phường Cửa Nam,Cua Nam Ward,cua_nam,002,"21.0242596, 105.8406959"
00076,Hàng Bông,Hang Bong,Phường Hàng Bông,Hang Bong Ward,hang_bong,002,"21.0288036, 105.8458912"
00079,Tràng Tiền,Trang Tien,Phường Tràng Tiền,Trang Tien Ward,trang_tien,002,"21.025306, 105.8554601"
00082,Trần Hưng Đạo,Tran Hung Dao,Phường Trần Hưng Đạo,Tran Hung Dao Ward,tran_hung_dao,002,"21.0230081, 105.8468195"
00085,Phan Chu Trinh,Phan Chu Trinh,Phường Phan Chu Trinh,Phan Chu Trinh Ward,phan_chu_trinh,002,"21.0210957, 105.8579407"
00088,Hàng Bài,Hang Bai,Phường Hàng Bài,Hang Bai Ward,hang_bai,002,"21.0210073, 105.85219"
00091,Phú Thượng,Phu Thuong,Phường Phú Thượng,Phu Thuong Ward,phu_thuong,003,"21.081992, 105.8073736"
00094,Nhật Tân,Nhat Tan,Phường Nhật Tân,Nhat Tan Ward,nhat_tan,003,"21.0779203, 105.8244598"
00097,Tứ Liên,Tu Lien,Phường Tứ Liên,Tu Lien Ward,tu_lien,003,"21.0656505, 105.8377445"
00100,Quảng An,Quang An,Phường Quảng An,Quang An Ward,quang_an,003,"21.0651132, 105.8256634"
00103,Xuân La,Xuan La,Phường Xuân La,Xuan La Ward,xuan_la,003,"21.0632614, 105.8070213"
00106,Yên Phụ,Yen Phu,Phường Yên Phụ,Yen Phu Ward,yen_phu,003,"21.0536973, 105.8413419"
00109,Bưởi,Buoi,Phường Bưởi,Buoi Ward,buoi,003,"21.0501972, 105.8107606"
00112,Thụy Khuê,Thuy Khue,Phường Thụy Khuê,Thuy Khue Ward,thuy_khue,003,"21.0415726, 105.8264577"
00115,Thượng Thanh,Thuong Thanh,Phường Thượng Thanh,Thuong Thanh Ward,thuong_thanh,004,"21.0658534, 105.8830616"
00118,Ngọc Thụy,Ngoc Thuy,Phường Ngọc Thụy,Ngoc Thuy Ward,ngoc_thuy,004,"21.0461742, 105.8658076"
00121,Giang Biên,Giang Bien,Phường Giang Biên,Giang Bien Ward,giang_bien,004,"21.064662, 105.9176926"
00124,Đức Giang,Duc Giang,Phường Đức Giang,Duc Giang Ward,duc_giang,004,"21.0646143, 105.8977054"
00127,Việt Hưng,Viet Hung,Phường Việt Hưng,Viet Hung Ward,viet_hung,004,"21.0542433, 105.904724"
00130,Gia Thụy,Gia Thuy,Phường Gia Thụy,Gia Thuy Ward,gia_thuy,004,"21.0505636, 105.8873854"
00133,Ngọc Lâm,Ngoc Lam,Phường Ngọc Lâm,Ngoc Lam Ward,ngoc_lam,004,"21.045761, 105.8718273"
00136,Phúc Lợi,Phuc Loi,Phường Phúc Lợi,Phuc Loi Ward,phuc_loi,004,"21.0432038, 105.9251194"
00139,Bồ Đề,Bo De,Phường Bồ Đề,Bo De Ward,bo_de,004,"21.0378501, 105.876133"
00142,Sài Đồng,Sai Dong,Phường Sài Đồng,Sai Dong Ward,sai_dong,004,"21.0332091, 105.9141455"
00145,Long Biên,Long Bien,Phường Long Biên,Long Bien Ward,long_bien,004,"21.0209967, 105.8862185"
00148,Thạch Bàn,Thach Ban,Phường Thạch Bàn,Thach Ban Ward,thach_ban,004,"21.0208848, 105.9163931"
00151,Phúc Đồng,Phuc Dong,Phường Phúc Đồng,Phuc Dong Ward,phuc_dong,004,"21.0395447, 105.8979468"
00154,Cự Khối,Cu Khoi,Phường Cự Khối,Cu Khoi Ward,cu_khoi,004,"21.0077077, 105.90298"
00157,Nghĩa Đô,Nghia Do,Phường Nghĩa Đô,Nghia Do Ward,nghia_do,005,"21.0469903, 105.8027493"
00160,Nghĩa Tân,Nghia Tan,Phường Nghĩa Tân,Nghia Tan Ward,nghia_tan,005,"21.045681, 105.7910701"
00163,Mai Dịch,Mai Dich,Phường Mai Dịch,Mai Dich Ward,mai_dich,005,"21.0408936, 105.7750566"
00166,Dịch Vọng,Dich Vong,Phường Dịch Vọng,Dich Vong Ward,dich_vong,005,"21.0350602, 105.793398"
00167,Dịch Vọng Hậu,Dich Vong Hau,Phường Dịch Vọng Hậu,Dich Vong Hau Ward,dich_vong_hau,005,"21.0365503, 105.7858195"
00169,Quan Hoa,Quan Hoa,Phường Quan Hoa,Quan Hoa Ward,quan_hoa,005,"21.0369183, 105.801915"
00172,Yên Hoà,Yen Hoa,Phường Yên Hoà,Yen Hoa Ward,yen_hoa,005,"21.0218105, 105.7924411"
00175,Trung Hoà,Trung Hoa,Phường Trung Hoà,Trung Hoa Ward,trung_hoa,005,"21.0103232, 105.7994479"
00178,Cát Linh,Cat Linh,Phường Cát Linh,Cat Linh Ward,cat_linh,006,"21.0283804, 105.8272765"
00181,Văn Miếu,Van Mieu,Phường Văn Miếu,Van Mieu Ward,van_mieu,006,"21.0264458, 105.839409"
00184,Quốc Tử Giám,Quoc Tu Giam,Phường Quốc Tử Giám,Quoc Tu Giam Ward,quoc_tu_giam,006,"21.0267696, 105.8325395"
00187,Láng Thượng,Lang Thuong,Phường Láng Thượng,Lang Thuong Ward,lang_thuong,006,"21.0231298, 105.8045056"
00190,Ô Chợ Dừa,O Cho Dua,Phường Ô Chợ Dừa,O Cho Dua Ward,o_cho_dua,006,"21.0213924, 105.8250224"
00193,Văn Chương,Van Chuong,Phường Văn Chương,Van Chuong Ward,van_chuong,006,"21.0230988, 105.836732"
00196,Hàng Bột,Hang Bot,Phường Hàng Bột,Hang Bot Ward,hang_bot,006,"21.0228224, 105.8310628"
00199,Láng Hạ,Lang Ha,Phường Láng Hạ,Lang Ha Ward,lang_ha,006,"21.0148521, 105.8116394"
00202,Khâm Thiên,Kham Thien,Phường Khâm Thiên,Kham Thien Ward,kham_thien,006,"21.0192241, 105.8390581"
00205,Thổ Quan,Tho Quan,Phường Thổ Quan,Tho Quan Ward,tho_quan,006,"21.0182944, 105.8336342"
00208,Nam Đồng,Nam Dong,Phường Nam Đồng,Nam Dong Ward,nam_dong,006,"21.0142024, 105.8307418"
00211,Trung Phụng,Trung Phung,Phường Trung Phụng,Trung Phung Ward,trung_phung,006,"21.015852, 105.8383798"
00214,Quang Trung,Quang Trung,Phường Quang Trung,Quang Trung Ward,quang_trung,006,"21.0110941, 105.8261016"
00217,Trung Liệt,Trung Liet,Phường Trung Liệt,Trung Liet Ward,trung_liet,006,"21.0113515, 105.8220568"
00220,Phương Liên,Phuong Lien,Phường Phương Liên,Phuong Lien Ward,phuong_lien,006,"21.0113036, 105.8374382"
00223,Thịnh Quang,Thinh Quang,Phường Thịnh Quang,Thinh Quang Ward,thinh_quang,006,"21.0085471, 105.8174276"
00226,Trung Tự,Trung Tu,Phường Trung Tự,Trung Tu Ward,trung_tu,006,"21.0060768, 105.8315992"
00229,Kim Liên,Kim Lien,Phường Kim Liên,Kim Lien Ward,kim_lien,006,"21.0062371, 105.835247"
00232,Phương Mai,Phuong Mai,Phường Phương Mai,Phuong Mai Ward,phuong_mai,006,"21.0024722, 105.8381645"
00235,Ngã Tư Sở,Nga Tu So,Phường Ngã Tư Sở,Nga Tu So Ward,nga_tu_so,006,"21.0044422, 105.8212709"
00238,Khương Thượng,Khuong Thuong,Phường Khương Thượng,Khuong Thuong Ward,khuong_thuong,006,"21.0022547, 105.8285089"
00241,Nguyễn Du,Nguyen Du,Phường Nguyễn Du,Nguyen Du Ward,nguyen_du,007,"21.0171685, 105.8479585"
00244,Bạch Đằng,Bach Dang,Phường Bạch Đằng,Bach Dang Ward,bach_dang,007,"21.0137874, 105.8632823"
00247,Phạm Đình Hổ,Pham Dinh Ho,Phường Phạm Đình Hổ,Pham Dinh Ho Ward,pham_dinh_ho,007,"21.0160501, 105.8565135"
00256,Lê Đại Hành,Le Dai Hanh,Phường Lê Đại Hành,Le Dai Hanh Ward,le_dai_hanh,007,"21.011173, 105.8485322"
00259,Đồng Nhân,Dong Nhan,Phường Đồng Nhân,Dong Nhan Ward,dong_nhan,007,"21.0118254, 105.8559955"
00262,Phố Huế,Pho Hue,Phường Phố Huế,Pho Hue Ward,pho_hue,007,"21.0112737, 105.8527389"
00265,Đống Mác,Dong Mac,Phường Đống Mác,Dong Mac Ward,dong_mac,007,"21.0113666, 105.8592805"
00268,Thanh Lương,Thanh Luong,Phường Thanh Lương,Thanh Luong Ward,thanh_luong,007,"21.0058365, 105.8652448"
00271,Thanh Nhàn,Thanh Nhan,Phường Thanh Nhàn,Thanh Nhan Ward,thanh_nhan,007,"21.0063673, 105.8564558"
00274,Cầu Dền,Cau Den,Phường Cầu Dền,Cau Den Ward,cau_den,007,"21.005945, 105.8498748"
00277,Bách Khoa,Bach Khoa,Phường Bách Khoa,Bach Khoa Ward,bach_khoa,007,"21.0039617, 105.8461179"
00280,Đồng Tâm,Dong Tam,Phường Đồng Tâm,Dong Tam Ward,dong_tam,007,"20.9988653, 105.8445167"
00283,Vĩnh Tuy,Vinh Tuy,Phường Vĩnh Tuy,Vinh Tuy Ward,vinh_tuy,007,"20.998064, 105.8699226"
00286,Bạch Mai,Bach Mai,Phường Bạch Mai,Bach Mai Ward,bach_mai,007,"21.0004767, 105.8517351"
00289,Quỳnh Mai,Quynh Mai,Phường Quỳnh Mai,Quynh Mai Ward,quynh_mai,007,"21.0007884, 105.8601594"
00292,Quỳnh Lôi,Quynh Loi,Phường Quỳnh Lôi,Quynh Loi Ward,quynh_loi,007,"21.0003877, 105.8563399"
00295,Minh Khai,Minh Khai,Phường Minh Khai,Minh Khai Ward,minh_khai,007,"20.9962306, 105.857312"
00298,Trương Định,Truong Dinh,Phường Trương Định,Truong Dinh Ward,truong_dinh,007,"20.9945382, 105.8487653"
00301,Thanh Trì,Thanh Tri,Phường Thanh Trì,Thanh Tri Ward,thanh_tri,008,"20.9946479, 105.8917139"
00304,Vĩnh Hưng,Vinh Hung,Phường Vĩnh Hưng,Vinh Hung Ward,vinh_hung,008,"20.9879614, 105.8752564"
00307,Định Công,Dinh Cong,Phường Định Công,Dinh Cong Ward,dinh_cong,008,"20.9826495, 105.8291858"
00310,Mai Động,Mai Dong,Phường Mai Động,Mai Dong Ward,mai_dong,008,"20.9913448, 105.8644046"
00313,Tương Mai,Tuong Mai,Phường Tương Mai,Tuong Mai Ward,tuong_mai,008,"20.9879341, 105.8501758"
00316,Đại Kim,Dai Kim,Phường Đại Kim,Dai Kim Ward,dai_kim,008,"20.9730903, 105.8250742"
00319,Tân Mai,Tan Mai,Phường Tân Mai,Tan Mai Ward,tan_mai,008,"20.9829654, 105.8488998"
00322,Hoàng Văn Thụ,Hoang Van Thu,Phường Hoàng Văn Thụ,Hoang Van Thu Ward,hoang_van_thu,008,"20.9862731, 105.858834"
00325,Giáp Bát,Giap Bat,Phường Giáp Bát,Giap Bat Ward,giap_bat,008,"20.9785715, 105.8405631"
00328,Lĩnh Nam,Linh Nam,Phường Lĩnh Nam,Linh Nam Ward,linh_nam,008,"20.9805771, 105.8912598"
00331,Thịnh Liệt,Thinh Liet,Phường Thịnh Liệt,Thinh Liet Ward,thinh_liet,008,"20.9759193, 105.8502634"
00334,Trần Phú,Tran Phu,Phường Trần Phú,Tran Phu Ward,tran_phu,008,"20.9711195, 105.8832556"
00337,Hoàng Liệt,Hoang Liet,Phường Hoàng Liệt,Hoang Liet Ward,hoang_liet,008,"20.962423, 105.8393925"
00340,Yên Sở,Yen So,Phường Yên Sở,Yen So Ward,yen_so,008,"20.9635712, 105.8701509"
00343,Nhân Chính,Nhan Chinh,Phường Nhân Chính,Nhan Chinh Ward,nhan_chinh,009,"21.0039313, 105.8046282"
00346,Thượng Đình,Thuong Dinh,Phường Thượng Đình,Thuong Dinh Ward,thuong_dinh,009,"20.9976814, 105.8122488"
00349,Khương Trung,Khuong Trung,Phường Khương Trung,Khuong Trung Ward,khuong_trung,009,"20.9973125, 105.8222383"
00352,Khương Mai,Khuong Mai,Phường Khương Mai,Khuong Mai Ward,khuong_mai,009,"20.9971341, 105.8290537"
00355,Thanh Xuân Trung,Thanh Xuan Trung,Phường Thanh Xuân Trung,Thanh Xuan Trung Ward,thanh_xuan_trung,009,"20.9959112, 105.8057609"
00358,Phương Liệt,Phuong Liet,Phường Phương Liệt,Phuong Liet Ward,phuong_liet,009,"20.9917597, 105.8383742"
00361,Hạ Đình,Ha Dinh,Phường Hạ Đình,Ha Dinh Ward,ha_dinh,009,"20.9883454, 105.8103351"
00364,Khương Đình,Khuong Dinh,Phường Khương Đình,Khuong Dinh Ward,khuong_dinh,009,"20.9899852, 105.8197278"
00367,Thanh Xuân Bắc,Thanh Xuan Bac,Phường Thanh Xuân Bắc,Thanh Xuan Bac Ward,thanh_xuan_bac,009,"20.9934307, 105.7988214"
00370,Thanh Xuân Nam,Thanh Xuan Nam,Phường Thanh Xuân Nam,Thanh Xuan Nam Ward,thanh_xuan_nam,009,"20.9870948, 105.7997917"
00373,Kim Giang,Kim Giang,Phường Kim Giang,Kim Giang Ward,kim_giang,009,"20.9834763, 105.8125988"
00376,Sóc Sơn,Soc Son,Thị trấn Sóc Sơn,Soc Son Township,soc_son,016,"21.2618798, 105.8504705"
00379,Bắc Sơn,Bac Son,Xã Bắc Sơn,Bac Son Commune,bac_son,016,"21.3715952, 105.8159688"
00382,Minh Trí,Minh Tri,Xã Minh Trí,Minh Tri Commune,minh_tri,016,"21.2554521, 105.7505905"
00385,Hồng Kỳ,Hong Ky,Xã Hồng Kỳ,Hong Ky Commune,hong_ky,016,"21.314613350000002, 105.84926768566108"
00388,Nam Sơn,Nam Son,Xã Nam Sơn,Nam Son Commune,nam_son,016,"21.2573276, 105.8580089"
00391,Trung Giã,Trung Gia,Xã Trung Giã,Trung Gia Commune,trung_gia,016,"21.3000817, 105.8647647"
00394,Tân Hưng,Tan Hung,Xã Tân Hưng,Tan Hung Commune,tan_hung,016,"21.3015823, 105.898944"
00397,Minh Phú,Minh Phu,Xã Minh Phú,Minh Phu Commune,minh_phu,016,"21.1971461, 105.8148984"
00400,Phù Linh,Phu Linh,Xã Phù Linh,Phu Linh Commune,phu_linh,016,"21.268097, 105.8540988"
00403,Bắc Phú,Bac Phu,Xã Bắc Phú,Bac Phu Commune,bac_phu,016,"21.2764779, 105.8917395"
00406,Tân Minh,Tan Minh,Xã Tân Minh,Tan Minh Commune,tan_minh,016,"21.2825866, 105.8592312"
00409,Quang Tiến,Quang Tien,Xã Quang Tiến,Quang Tien Commune,quang_tien,016,"21.2384391, 105.8062253"
00412,Hiền Ninh,Hien Ninh,Xã Hiền Ninh,Hien Ninh Commune,hien_ninh,016,"21.2494077, 105.7728331"
00415,Tân Dân,Tan Dan,Xã Tân Dân,Tan Dan Commune,tan_dan,016,"21.242679, 105.7594165"
00418,Tiên Dược,Tien Duoc,Xã Tiên Dược,Tien Duoc Commune,tien_duoc,016,"21.2311227, 105.849213"
00421,Việt Long,Viet Long,Xã Việt Long,Viet Long Commune,viet_long,016,"21.247219, 105.9151495"
00424,Xuân Giang,Xuan Giang,Xã Xuân Giang,Xuan Giang Commune,xuan_giang,016,"21.2431998, 105.89101507266183"
00427,Mai Đình,Mai Dinh,Xã Mai Đình,Mai Dinh Commune,mai_dinh,016,"21.224511, 105.8326191"
00430,Đức Hoà,Duc Hoa,Xã Đức Hoà,Duc Hoa Commune,duc_hoa,016,"21.2299403, 105.8764094"
00433,Thanh Xuân,Thanh Xuan,Xã Thanh Xuân,Thanh Xuan Commune,thanh_xuan,016,"21.2306234, 105.7570627"
00436,Đông Xuân,Dong Xuan,Xã Đông Xuân,Dong Xuan Commune,dong_xuan,016,"21.2426935, 105.9027671"
00439,Kim Lũ,Kim Lu,Xã Kim Lũ,Kim Lu Commune,kim_lu,016,"21.2113301, 105.9145721"
00442,Phú Cường,Phu Cuong,Xã Phú Cường,Phu Cuong Commune,phu_cuong,016,"21.2709645, 105.7919694"
00445,Phú Minh,Phu Minh,Xã Phú Minh,Phu Minh Commune,phu_minh,016,"21.194436, 105.8050852"
00448,Phù Lỗ,Phu Lo,Xã Phù Lỗ,Phu Lo Commune,phu_lo,016,"21.2114272, 105.8536712"
00451,Xuân Thu,Xuan Thu,Xã Xuân Thu,Xuan Thu Commune,xuan_thu,016,"21.1951001, 105.8942978"
00454,Đông Anh,Dong Anh,Thị trấn Đông Anh,Dong Anh Township,dong_anh,017,"21.1536239, 105.8519612"
00457,Xuân Nộn,Xuan Non,Xã Xuân Nộn,Xuan Non Commune,xuan_non,017,"21.1966821, 105.8698815"
00460,Thuỵ Lâm,Thuy Lam,Xã Thuỵ Lâm,Thuy Lam Commune,thuy_lam,017,"21.1679563, 105.872587"
00463,Bắc Hồng,Bac Hong,Xã Bắc Hồng,Bac Hong Commune,bac_hong,017,"21.1717838, 105.7996978"
00466,Nguyên Khê,Nguyen Khe,Xã Nguyên Khê,Nguyen Khe Commune,nguyen_khe,017,"21.178004, 105.8523709"
00469,Nam Hồng,Nam Hong,Xã Nam Hồng,Nam Hong Commune,nam_hong,017,"21.1595573, 105.781049"
00472,Tiên Dương,Tien Duong,Xã Tiên Dương,Tien Duong Commune,tien_duong,017,"21.1618852, 105.8498208"
00475,Vân Hà,Van Ha,Xã Vân Hà,Van Ha Commune,van_ha,017,"21.14195105, 105.85086749122655"
00478,Uy Nỗ,Uy No,Xã Uy Nỗ,Uy No Commune,uy_no,017,"21.1647773, 105.8575165"
00481,Vân Nội,Van Noi,Xã Vân Nội,Van Noi Commune,van_noi,017,"21.1587268, 105.8158782"
00484,Liên Hà,Lien Ha,Xã Liên Hà,Lien Ha Commune,lien_ha,017,"21.1526268, 105.827165"
00487,Việt Hùng,Viet Hung,Xã Việt Hùng,Viet Hung Commune,viet_hung,017,"21.1406045, 105.8747305"
00490,Kim Nỗ,Kim No,Xã Kim Nỗ,Kim No Commune,kim_no,017,"21.1427266, 105.7901735"
00493,Kim Chung,Kim Chung,Xã Kim Chung,Kim Chung Commune,kim_chung,017,"21.1373973, 105.76910460377405"
00496,Dục Tú,Duc Tu,Xã Dục Tú,Duc Tu Commune,duc_tu,017,"21.1256417, 105.9093971"
00499,Đại Mạch,Dai Mach,Xã Đại Mạch,Dai Mach Commune,dai_mach,017,"21.1274964, 105.75794857683259"
00502,Vĩnh Ngọc,Vinh Ngoc,Xã Vĩnh Ngọc,Vinh Ngoc Commune,vinh_ngoc,017,"21.1205189, 105.8452543"
00505,Cổ Loa,Co Loa,Xã Cổ Loa,Co Loa Commune,co_loa,017,"21.1332911, 105.8734736"
00508,Hải Bối,Hai Boi,Xã Hải Bối,Hai Boi Commune,hai_boi,017,"21.1103448, 105.7942371"
00511,Xuân Canh,Xuan Canh,Xã Xuân Canh,Xuan Canh Commune,xuan_canh,017,"21.11068125, 105.85013745805244"
00514,Võng La,Vong La,Xã Võng La,Vong La Commune,vong_la,017,"21.1095585, 105.76524563543629"
00517,Tàm Xá,Tam Xa,Xã Tàm Xá,Tam Xa Commune,tam_xa,017,"21.1110154, 105.8438085"
00520,Mai Lâm,Mai Lam,Xã Mai Lâm,Mai Lam Commune,mai_lam,017,"21.090340050000002, 105.8926511748563"
00523,Đông Hội,Dong Hoi,Xã Đông Hội,Dong Hoi Commune,dong_hoi,017,"21.139748400000002, 105.85183799019609"
00526,Yên Viên,Yen Vien,Thị trấn Yên Viên,Yen Vien Township,yen_vien,018,"21.0849376, 105.9159171"
00529,Yên Thường,Yen Thuong,Xã Yên Thường,Yen Thuong Commune,yen_thuong,018,"21.10421585, 105.9173072561035"
00532,Yên Viên,Yen Vien,Xã Yên Viên,Yen Vien Commune,yen_vien,018,"21.0849376, 105.9159171"
00535,Ninh Hiệp,Ninh Hiep,Xã Ninh Hiệp,Ninh Hiep Commune,ninh_hiep,018,"21.0671048, 105.9523727"
00538,Đình Xuyên,Dinh Xuyen,Xã Đình Xuyên,Dinh Xuyen Commune,dinh_xuyen,018,"21.0770003, 105.93610030309904"
00541,Dương Hà,Duong Ha,Xã Dương Hà,Duong Ha Commune,duong_ha,018,"21.0641847, 105.93383925598862"
00544,Phù Đổng,Phu Dong,Xã Phù Đổng,Phu Dong Commune,phu_dong,018,"21.0564683, 105.9502643"
00547,Trung Mầu,Trung Mau,Xã Trung Mầu,Trung Mau Commune,trung_mau,018,"21.060814, 105.9824273"
00550,Lệ Chi,Le Chi,Xã Lệ Chi,Le Chi Commune,le_chi,018,"21.039526, 106.0028314"
00553,Cổ Bi,Co Bi,Xã Cổ Bi,Co Bi Commune,co_bi,018,"21.0330206, 105.9331379"
00556,Đặng Xá,Dang Xa,Xã Đặng Xá,Dang Xa Commune,dang_xa,018,"21.0314557, 105.95718666771745"
00559,Phú Thị,Phu Thi,Xã Phú Thị,Phu Thi Commune,phu_thi,018,"21.0259381, 105.97312246590717"
00562,Kim Sơn,Kim Son,Xã Kim Sơn,Kim Son Commune,kim_son,018,"21.0264624, 105.99409543994241"
00565,Trâu Quỳ,Trau Quy,Thị trấn Trâu Quỳ,Trau Quy Township,trau_quy,018,"21.0097832, 105.9380275"
00568,Dương Quang,Duong Quang,Xã Dương Quang,Duong Quang Commune,duong_quang,018,"21.0045144, 105.9811592"
00571,Dương Xá,Duong Xa,Xã Dương Xá,Duong Xa Commune,duong_xa,018,"21.00286625, 105.96580125336874"
00574,Đông Dư,Dong Du,Xã Đông Dư,Dong Du Commune,dong_du,018,"20.9947786, 105.9151553"
00577,Đa Tốn,Da Ton,Xã Đa Tốn,Da Ton Commune,da_ton,018,"20.9839965, 105.93150622385758"
00580,Kiêu Kỵ,Kieu Ky,Xã Kiêu Kỵ,Kieu Ky Commune,kieu_ky,018,"20.9788064, 105.95292144243473"
00583,Bát Tràng,Bat Trang,Xã Bát Tràng,Bat Trang Commune,bat_trang,018,"20.9796328, 105.9146403"
00586,Kim Lan,Kim Lan,Xã Kim Lan,Kim Lan Commune,kim_lan,018,"20.9628824, 105.9050273"
00589,Văn Đức,Van Duc,Xã Văn Đức,Van Duc Commune,van_duc,018,"20.9453285, 105.9004783"
00592,Cầu Diễn,Cau Dien,Phường Cầu Diễn,Cau Dien Ward,cau_dien,019,"21.0345973, 105.7625765"
00595,Thượng Cát,Thuong Cat,Phường Thượng Cát,Thuong Cat Ward,thuong_cat,021,"21.0913325, 105.73538"
00598,Liên Mạc,Lien Mac,Phường Liên Mạc,Lien Mac Ward,lien_mac,021,"21.084938, 105.7541724"
00601,Đông Ngạc,Dong Ngac,Phường Đông Ngạc,Dong Ngac Ward,dong_ngac,021,"21.0887962, 105.7852886"
00602,Đức Thắng,Duc Thang,Phường Đức Thắng,Duc Thang Ward,duc_thang,021,"21.078175, 105.7759044"
00604,Thụy Phương,Thuy Phuong,Phường Thụy Phương,Thuy Phuong Ward,thuy_phuong,021,"21.0809809, 105.7668226"
00607,Tây Tựu,Tay Tuu,Phường Tây Tựu,Tay Tuu Ward,tay_tuu,021,"21.0706439, 105.7340397"
00610,Xuân Đỉnh,Xuan Dinh,Phường Xuân Đỉnh,Xuan Dinh Ward,xuan_dinh,021,"21.0748042, 105.7906068"
00611,Xuân Tảo,Xuan Tao,Phường Xuân Tảo,Xuan Tao Ward,xuan_tao,021,"21.0611692, 105.7942037"
00613,Minh Khai,Minh Khai,Phường Minh Khai,Minh Khai Ward,minh_khai,021,"21.0603661, 105.7475631"
00616,Cổ Nhuế 1,Co Nhue 1,Phường Cổ Nhuế 1,Co Nhue 1 Ward,co_nhue_1,021,"21.0511128, 105.7833144"
00617,Cổ Nhuế 2,Co Nhue 2,Phường Cổ Nhuế 2,Co Nhue 2 Ward,co_nhue_2,021,"21.0650823, 105.7722035"
00619,Phú Diễn,Phu Dien,Phường Phú Diễn,Phu Dien Ward,phu_dien,021,"21.0513072, 105.7634638"
00620,Phúc Diễn,Phuc Dien,Phường Phúc Diễn,Phuc Dien Ward,phuc_dien,021,"21.0471983, 105.7517539"
00622,Xuân Phương,Xuan Phuong,Phường Xuân Phương,Xuan Phuong Ward,xuan_phuong,019,"21.0287352, 105.7474443"
00623,Phương Canh,Phuong Canh,Phường Phương Canh,Phuong Canh Ward,phuong_canh,019,"21.0426922, 105.7390327"
00625,Mỹ Đình 1,My Dinh 1,Phường Mỹ Đình 1,My Dinh 1 Ward,my_dinh_1,019,"21.021042, 105.7690213"
00626,Mỹ Đình 2,My Dinh 2,Phường Mỹ Đình 2,My Dinh 2 Ward,my_dinh_2,019,"21.0282405, 105.7746453"
