code,name,name_en,full_name,full_name_en,code_name,province_code,center
516,Nam Trà My,Nam Tra My,Huyện Nam Trà My,Nam Tra My District,nam_tra_my,49,"15.13256875, 108.11440847853552"
517,Núi Thành,Nui Thanh,Huyện Núi Thành,Nui Thanh District,nui_thanh,49,"15.4458044, 108.5596656564463"
518,Phú Ninh,Phu Ninh,Huyện Phú Ninh,Phu Ninh District,phu_ninh,49,"15.511074, 108.42703295569109"
519,Nông Sơn,Nong Son,Huyện Nông Sơn,Nong Son District,nong_son,49,"15.651498400000001, 107.99459611627468"
522,Quảng Ngãi,Quang Ngai,Thành phố Quảng Ngãi,Quang Ngai City,quang_ngai,51,"15.1190037, 108.8095598"
524,Bình Sơn,Binh Son,Huyện Bình Sơn,Binh Son District,binh_son,51,"15.2872189, 108.7586373"
525,Trà Bồng,Tra Bong,Huyện Trà Bồng,Tra Bong District,tra_bong,51,"15.2087717, 108.45311719519509"
527,Sơn Tịnh,Son Tinh,Huyện Sơn Tịnh,Son Tinh District,son_tinh,51,"15.19701665, 108.70910939035221"
528,Tư Nghĩa,Tu Nghia,Huyện Tư Nghĩa,Tu Nghia District,tu_nghia,51,"15.0915895, 108.77171098920395"
529,Sơn Hà,Son Ha,Huyện Sơn Hà,Son Ha District,son_ha,51,"14.974799149999999, 108.52441117506055"
530,Sơn Tây,Son Tay,Huyện Sơn Tây,Son Tay District,son_tay,51,"14.96943155, 108.35560467815029"
531,Minh Long,Minh Long,Huyện Minh Long,Minh Long District,minh_long,51,"14.9464855, 108.67604038331649"
532,Nghĩa Hành,Nghia Hanh,Huyện Nghĩa Hành,Nghia Hanh District,nghia_hanh,51,"14.9669204, 108.79793659954498"
533,Mộ Đức,Mo Duc,Huyện Mộ Đức,Mo Duc District,mo_duc,51,"14.9862642, 108.88860302779557"
534,Đức Phổ,Duc Pho,Thị xã Đức Phổ,Duc Pho Town,duc_pho,51,"14.8178599, 108.9546371"
535,Ba Tơ,Ba To,Huyện Ba Tơ,Ba To District,ba_to,51,"14.7153239, 108.74069865786889"
536,Lý Sơn,Ly Son,Huyện Lý Sơn,Ly Son District,ly_son,51,"15.382041, 109.1189982"
540,Quy Nhơn,Quy Nhon,Thành phố Quy Nhơn,Quy Nhon City,quy_nhon,52,"13.7696017, 109.2314599"
542,An Lão,An Lao,Huyện An Lão,An Lao District,an_lao,52,"14.5655964, 108.7620084"
543,Hoài Nhơn,Hoai Nhon,Thị xã Hoài Nhơn,Hoai Nhon Town,hoai_nhon,52,"14.514937150000002, 109.01951205449926"
544,Hoài Ân,Hoai An,Huyện Hoài Ân,Hoai An District,hoai_an,52,"14.346528, 108.907238596789"
545,Phù Mỹ,Phu My,Huyện Phù Mỹ,Phu My District,phu_my,52,"14.24487345, 109.10179494932541"
546,Vĩnh Thạnh,Vinh Thanh,Huyện Vĩnh Thạnh,Vinh Thanh District,vinh_thanh,52,"14.2380395, 108.74181476174671"
547,Tây Sơn,Tay Son,Huyện Tây Sơn,Tay Son District,tay_son,52,"13.9113472, 108.809273"
548,Phù Cát,Phu Cat,Huyện Phù Cát,Phu Cat District,phu_cat,52,"14.061683500000001, 109.0669996788363"
549,An Nhơn,An Nhon,Thị xã An Nhơn,An Nhon Town,an_nhon,52,"13.857558000000001, 109.06631028176767"
550,Tuy Phước,Tuy Phuoc,Huyện Tuy Phước,Tuy Phuoc District,tuy_phuoc,52,"13.8403565, 109.17853275896996"
551,Vân Canh,Van Canh,Huyện Vân Canh,Van Canh District,van_canh,52,"13.6759022, 108.95706901191005"
555,Tuy Hoà,Tuy Hoa,Thành phố Tuy Hoà,Tuy Hoa City,tuy_hoa,54,"13.0877226, 109.2993584"
557,Sông Cầu,Song Cau,Thị xã Sông Cầu,Song Cau Town,song_cau,54,"13.512057, 109.189791"
558,Đồng Xuân,Dong Xuan,Huyện Đồng Xuân,Dong Xuan District,dong_xuan,54,"13.413046399999999, 108.97283038083101"
559,Tuy An,Tuy An,Huyện Tuy An,Tuy An District,tuy_an,54,"13.254778550000001, 109.21057086828677"
560,Sơn Hòa,Son Hoa,Huyện Sơn Hòa,Son Hoa District,son_hoa,54,"13.2054008, 108.98742535620418"
561,Sông Hinh,Song Hinh,Huyện Sông Hinh,Song Hinh District,song_hinh,54,"12.8070538, 108.9406008"
562,Tây Hoà,Tay Hoa,Huyện Tây Hoà,Tay Hoa District,tay_hoa,54,"12.91629825, 109.16367720663897"
563,Phú Hoà,Phu Hoa,Huyện Phú Hoà,Phu Hoa District,phu_hoa,54,"13.0198352, 109.2124432"
564,Đông Hòa,Dong Hoa,Thị xã Đông Hòa,Dong Hoa Town,dong_hoa,54,"12.9897858, 109.3335839"
568,Nha Trang,Nha Trang,Thành phố Nha Trang,Nha Trang City,nha_trang,56,"12.2431693, 109.1898675"
569,Cam Ranh,Cam Ranh,Thành phố Cam Ranh,Cam Ranh City,cam_ranh,56,"11.9166696, 109.14861"
570,Cam Lâm,Cam Lam,Huyện Cam Lâm,Cam Lam District,cam_lam,56,"12.0535274, 109.1186642"
571,Vạn Ninh,Van Ninh,Huyện Vạn Ninh,Van Ninh District,van_ninh,56,"12.715747499999999, 109.18659381775906"
572,Ninh Hòa,Ninh Hoa,Thị xã Ninh Hòa,Ninh Hoa Town,ninh_hoa,56,"12.548103600000001, 109.06206698803544"
573,Khánh Vĩnh,Khanh Vinh,Huyện Khánh Vĩnh,Khanh Vinh District,khanh_vinh,56,"12.2772637, 108.9038873"
574,Diên Khánh,Dien Khanh,Huyện Diên Khánh,Dien Khanh District,dien_khanh,56,"12.2598246, 109.1000184"
575,Khánh Sơn,Khanh Son,Huyện Khánh Sơn,Khanh Son District,khanh_son,56,"12.037198700000001, 108.90938685706642"
576,Trường Sa,Truong Sa,Huyện Trường Sa,Truong Sa District,truong_sa,56,"8.6446406, 111.9196858"
582,Phan Rang-Tháp Chàm,Phan Rang-Thap Cham,Thành phố Phan Rang-Tháp Chàm,Phan Rang-Thap Cham City,phan_rang-thap_cham,58,"11.5769829, 108.9865391"
584,Bác Ái,Bac Ai,Huyện Bác Ái,Bac Ai District,bac_ai,58,"11.6042671, 108.9480793"
585,Ninh Sơn,Ninh Son,Huyện Ninh Sơn,Ninh Son District,ninh_son,58,"11.71074725, 108.80093167410769"
586,Ninh Hải,Ninh Hai,Huyện Ninh Hải,Ninh Hai District,ninh_hai,58,"11.67456415, 109.15270581576598"
587,Ninh Phước,Ninh Phuoc,Huyện Ninh Phước,Ninh Phuoc District,ninh_phuoc,58,"11.561746800000002, 108.88078907490012"
588,Thuận Bắc,Thuan Bac,Huyện Thuận Bắc,Thuan Bac District,thuan_bac,58,"11.74394535, 109.05885190846185"
589,Thuận Nam,Thuan Nam,Huyện Thuận Nam,Thuan Nam District,thuan_nam,58,"11.4649489, 108.8197633"
593,Phan Thiết,Phan Thiet,Thành phố Phan Thiết,Phan Thiet City,phan_thiet,60,"10.9311514, 108.1015919"
594,La Gi,La Gi,Thị xã La Gi,La Gi Town,la_gi,60,"10.6588219, 107.7731192"
595,Tuy Phong,Tuy Phong,Huyện Tuy Phong,Tuy Phong District,tuy_phong,60,"11.344508300000001, 108.74496330649986"
596,Bắc Bình,Bac Binh,Huyện Bắc Bình,Bac Binh District,bac_binh,60,"11.26154015, 108.36324766097175"
597,Hàm Thuận Bắc,Ham Thuan Bac,Huyện Hàm Thuận Bắc,Ham Thuan Bac District,ham_thuan_bac,60,"11.15549885, 108.09888285845184"
598,Hàm Thuận Nam,Ham Thuan Nam,Huyện Hàm Thuận Nam,Ham Thuan Nam District,ham_thuan_nam,60,"10.93781585, 107.95472767739528"
599,Tánh Linh,Tanh Linh,Huyện Tánh Linh,Tanh Linh District,tanh_linh,60,"11.140132900000001, 107.68394269387258"
600,Đức Linh,Duc Linh,Huyện Đức Linh,Duc Linh District,duc_linh,60,"11.1947987, 107.53431840444601"
601,Hàm Tân,Ham Tan,Huyện Hàm Tân,Ham Tan District,ham_tan,60,"10.7423325, 107.63489093755462"
602,Phú Quí,Phu Qui,Huyện Phú Quí,Phu Qui District,phu_qui,60,"10.533081, 108.955510"
608,Kon Tum,Kon Tum,Thành phố Kon Tum,Kon Tum City,kon_tum,62,"14.3615256, 108.0039102"
610,Đắk Glei,Dak Glei,Huyện Đắk Glei,Dak Glei District,dak_glei,62,"15.0789186, 107.740357"
611,Ngọc Hồi,Ngoc Hoi,Huyện Ngọc Hồi,Ngoc Hoi District,ngoc_hoi,62,"14.7393803, 107.6202686694541"
612,Đắk Tô,Dak To,Huyện Đắk Tô,Dak To District,dak_to,62,"14.6612477, 107.840036"
613,Kon Plông,Kon Plong,Huyện Kon Plông,Kon Plong District,kon_plong,62,"14.6014606, 108.2916225"
614,Kon Rẫy,Kon Ray,Huyện Kon Rẫy,Kon Ray District,kon_ray,62,"14.549714, 108.22796538044854"
615,Đắk Hà,Dak Ha,Huyện Đắk Hà,Dak Ha District,dak_ha,62,"14.8213479, 107.946644"
616,Sa Thầy,Sa Thay,Huyện Sa Thầy,Sa Thay District,sa_thay,62,"14.4095371, 107.7951502"
617,Tu Mơ Rông,Tu Mo Rong,Huyện Tu Mơ Rông,Tu Mo Rong District,tu_mo_rong,62,"14.8722925, 107.9623817"
618,Ia H' Drai,Ia H' Drai,Huyện Ia H' Drai,Ia H' Drai District,ia_h'_drai,62,"14.2352094, 107.4626941"
622,Pleiku,Pleiku,Thành phố Pleiku,Pleiku City,pleiku,64,"13.9715982, 108.0143597"
623,An Khê,An Khe,Thị xã An Khê,An Khe Town,an_khe,64,"14.0221216, 108.69422150756694"
624,Ayun Pa,Ayun Pa,Thị xã Ayun Pa,Ayun Pa Town,ayun_pa,64,"13.3111375, 108.42486410412874"
625,KBang,KBang,Huyện KBang,KBang District,kbang,64,"14.301794600000001, 108.47937459255267"
626,Đăk Đoa,Dak Doa,Huyện Đăk Đoa,Dak Doa District,dak_doa,64,"14.115959499999999, 108.17517950183655"
627,Chư Păh,Chu Pah,Huyện Chư Păh,Chu Pah District,chu_pah,64,"14.222075499999999, 107.97107446802119"
628,Ia Grai,Ia Grai,Huyện Ia Grai,Ia Grai District,ia_grai,64,"13.990353899999999, 107.75625852801647"
629,Mang Yang,Mang Yang,Huyện Mang Yang,Mang Yang District,mang_yang,64,"13.956394199999998, 108.31598800727713"
630,Kông Chro,Kong Chro,Huyện Kông Chro,Kong Chro District,kong_chro,64,"13.76235545, 108.59066693938226"
631,Đức Cơ,Duc Co,Huyện Đức Cơ,Duc Co District,duc_co,64,"13.7715552, 107.65923805336625"
632,Chư Prông,Chu Prong,Huyện Chư Prông,Chu Prong District,chu_prong,64,"13.5919097, 107.76766898747725"
633,Chư Sê,Chu Se,Huyện Chư Sê,Chu Se District,chu_se,64,"13.6980161, 108.09586188392815"
634,Đăk Pơ,Dak Po,Huyện Đăk Pơ,Dak Po District,dak_po,64,"13.9286381, 108.60482178285714"
635,Ia Pa,Ia Pa,Huyện Ia Pa,Ia Pa District,ia_pa,64,"14.1693723, 108.5776971"
637,Krông Pa,Krong Pa,Huyện Krông Pa,Krong Pa District,krong_pa,64,"13.2348415, 108.6668368242042"
638,Phú Thiện,Phu Thien,Huyện Phú Thiện,Phu Thien District,phu_thien,64,"13.506160000000001, 108.32629239570144"
639,Chư Pưh,Chu Puh,Huyện Chư Pưh,Chu Puh District,chu_puh,64,"13.5086136, 108.07913603684142"
643,Buôn Ma Thuột,Buon Ma Thuot,Thành phố Buôn Ma Thuột,Buon Ma Thuot City,buon_ma_thuot,66,"12.6796827, 108.0447368"
644,Buôn Hồ,Buon Ho,Thị xã Buôn Hồ,Buon Ho Town,buon_ho,66,"12.9187424, 108.2668299"
645,Ea H'leo,Ea H'leo,Huyện Ea H'leo,Ea H'leo District,ea_h'leo,66,"13.23196935, 108.19922259424307"
646,Ea Súp,Ea Sup,Huyện Ea Súp,Ea Sup District,ea_sup,66,"13.1801411, 107.770971694899"
647,Buôn Đôn,Buon Don,Huyện Buôn Đôn,Buon Don District,buon_don,66,"12.878871100000001, 107.71243574736462"
648,Cư M'gar,Cu M'gar,Huyện Cư M'gar,Cu M'gar District,cu_m'gar,66,"12.895628599999998, 108.07049553794454"
649,Krông Búk,Krong Buk,Huyện Krông Búk,Krong Buk District,krong_buk,66,"13.0141651, 108.19396662321115"
650,Krông Năng,Krong Nang,Huyện Krông Năng,Krong Nang District,krong_nang,66,"12.99383225, 108.37954867313312"
651,Ea Kar,Ea Kar,Huyện Ea Kar,Ea Kar District,ea_kar,66,"12.8041381, 108.50425736792246"
652,M'Đrắk,M'Drak,Huyện M'Đrắk,M'Drak District,m'drak,66,"12.70303005, 108.83246599841269"
653,Krông Bông,Krong Bong,Huyện Krông Bông,Krong Bong District,krong_bong,66,"12.45150995, 108.48816610434992"
654,Krông Pắc,Krong Pac,Huyện Krông Pắc,Krong Pac District,krong_pac,66,"12.6874914, 108.30641312776564"
655,Krông A Na,Krong A Na,Huyện Krông A Na,Krong A Na District,krong_a_na,66,"12.49502175, 108.07896043710066"
656,Lắk,Lak,Huyện Lắk,Lak District,lak,66,"12.3216805, 108.22432346152027"
657,Cư Kuin,Cu Kuin,Huyện Cư Kuin,Cu Kuin District,cu_kuin,66,"12.576936, 108.1799136614101"
660,Gia Nghĩa,Gia Nghia,Thành phố Gia Nghĩa,Gia Nghia City,gia_nghia,67,"12.0005986, 107.6960259"
661,Đăk Glong,Dak Glong,Huyện Đăk Glong,Dak Glong District,dak_glong,67,"12.029534, 107.86620636500074"
662,Cư Jút,Cu Jut,Huyện Cư Jút,Cu Jut District,cu_jut,67,"12.68082335, 107.77078888113002"
663,Đắk Mil,Dak Mil,Huyện Đắk Mil,Dak Mil District,dak_mil,67,"12.4488897, 107.6250921"
664,Krông Nô,Krong No,Huyện Krông Nô,Krong No District,krong_no,67,"12.3702771, 107.8207701734367"
665,Đắk Song,Dak Song,Huyện Đắk Song,Dak Song District,dak_song,67,"12.23319525, 107.61778448167104"
666,Đắk R'Lấp,Dak R'Lap,Huyện Đắk R'Lấp,Dak R'Lap District,dak_r'lap,67,"11.900347, 107.52323965928558"
667,Tuy Đức,Tuy Duc,Huyện Tuy Đức,Tuy Duc District,tuy_duc,67,"12.133748449999999, 107.39251253679646"
672,Đà Lạt,Da Lat,Thành phố Đà Lạt,Da Lat City,da_lat,68,"11.9402416, 108.4375758"
673,Bảo Lộc,Bao Loc,Thành phố Bảo Lộc,Bao Loc City,bao_loc,68,"11.5506941, 107.8092511"
674,Đam Rông,Dam Rong,Huyện Đam Rông,Dam Rong District,dam_rong,68,"12.032132350000001, 108.1315553401509"
675,Lạc Dương,Lac Duong,Huyện Lạc Dương,Lac Duong District,lac_duong,68,"12.0080901, 108.4199894"
676,Lâm Hà,Lam Ha,Huyện Lâm Hà,Lam Ha District,lam_ha,68,"11.4100336, 107.6123714"
677,Đơn Dương,Don Duong,Huyện Đơn Dương,Don Duong District,don_duong,68,"11.8414192, 108.5958173"
678,Đức Trọng,Duc Trong,Huyện Đức Trọng,Duc Trong District,duc_trong,68,"11.6950793, 108.31798846529097"
679,Di Linh,Di Linh,Huyện Di Linh,Di Linh District,di_linh,68,"11.583517, 108.0776523"
680,Bảo Lâm,Bao Lam,Huyện Bảo Lâm,Bao Lam District,bao_lam,68,"11.64139135, 107.85002577276722"
681,Đạ Huoai,Da Huoai,Huyện Đạ Huoai,Da Huoai District,da_huoai,68,"11.3894303, 107.5460298"
682,Đạ Tẻh,Da Teh,Huyện Đạ Tẻh,Da Teh District,da_teh,68,"11.5074788, 107.4869918"
683,Cát Tiên,Cat Tien,Huyện Cát Tiên,Cat Tien District,cat_tien,68,"11.58331, 107.3610131"
688,Phước Long,Phuoc Long,Thị xã Phước Long,Phuoc Long Town,phuoc_long,70,"11.8208285, 106.9582406"
689,Đồng Xoài,Dong Xoai,Thành phố Đồng Xoài,Dong Xoai City,dong_xoai,70,"11.5389583, 106.9047378"
690,Bình Long,Binh Long,Thị xã Bình Long,Binh Long Town,binh_long,70,"11.6511751, 106.6070795"
691,Bù Gia Mập,Bu Gia Map,Huyện Bù Gia Mập,Bu Gia Map District,bu_gia_map,70,"12.0858629, 107.1555805"
692,Lộc Ninh,Loc Ninh,Huyện Lộc Ninh,Loc Ninh District,loc_ninh,70,"11.8466765, 106.5907163"
693,Bù Đốp,Bu Dop,Huyện Bù Đốp,Bu Dop District,bu_dop,70,"11.9863174, 106.80647332330909"
694,Hớn Quản,Hon Quan,Huyện Hớn Quản,Hon Quan District,hon_quan,70,"11.625486299999999, 106.6944495338796"
695,Đồng Phú,Dong Phu,Huyện Đồng Phú,Dong Phu District,dong_phu,70,"11.47919465, 107.00509554584136"
696,Bù Đăng,Bu Dang,Huyện Bù Đăng,Bu Dang District,bu_dang,70,"11.770288749999999, 107.22347900827236"
697,Chơn Thành,Chon Thanh,Thị xã Chơn Thành,Chon Thanh Town,chon_thanh,70,"11.4200603, 106.6159531"
698,Phú Riềng,Phu Rieng,Huyện Phú Riềng,Phu Rieng District,phu_rieng,70,"11.6631854, 106.9050728"
703,Tây Ninh,Tay Ninh,Thành phố Tây Ninh,Tay Ninh City,tay_ninh,72,"11.3138286, 106.0964769"
705,Tân Biên,Tan Bien,Huyện Tân Biên,Tan Bien District,tan_bien,72,"11.5455456, 106.0098234"
706,Tân Châu,Tan Chau,Huyện Tân Châu,Tan Chau District,tan_chau,72,"11.5517318, 106.1739222"
707,Dương Minh Châu,Duong Minh Chau,Huyện Dương Minh Châu,Duong Minh Chau District,duong_minh_chau,72,"11.3827188, 106.2279802"
708,Châu Thành,Chau Thanh,Huyện Châu Thành,Chau Thanh District,chau_thanh,72,"11.3126347, 106.0252315"
709,Hòa Thành,Hoa Thanh,Thị xã Hòa Thành,Hoa Thanh Town,hoa_thanh,72,"11.2578497, 106.15014838452474"
710,Gò Dầu,Go Dau,Huyện Gò Dầu,Go Dau District,go_dau,72,"11.0845811, 106.2669584"
711,Bến Cầu,Ben Cau,Huyện Bến Cầu,Ben Cau District,ben_cau,72,"11.1160901, 106.1779933"
712,Trảng Bàng,Trang Bang,Thị xã Trảng Bàng,Trang Bang Town,trang_bang,72,"11.10466005, 106.38840563864738"
718,Thủ Dầu Một,Thu Dau Mot,Thành phố Thủ Dầu Một,Thu Dau Mot City,thu_dau_mot,74,"10.9808435, 106.6537483"
719,Bàu Bàng,Bau Bang,Huyện Bàu Bàng,Bau Bang District,bau_bang,74,"11.2697956, 106.62771355641692"
720,Dầu Tiếng,Dau Tieng,Huyện Dầu Tiếng,Dau Tieng District,dau_tieng,74,"11.31884255, 106.44088839716765"
721,Bến Cát,Ben Cat,Thị xã Bến Cát,Ben Cat Town,ben_cat,74,"11.1392959, 106.6094448"
722,Phú Giáo,Phu Giao,Huyện Phú Giáo,Phu Giao District,phu_giao,74,"11.340211, 106.75387081097304"
723,Tân Uyên,Tan Uyen,Thành phố Tân Uyên,Tan Uyen City,tan_uyen,74,"11.0600684, 106.795688"
724,Dĩ An,Di An,Thành phố Dĩ An,Di An City,di_an,74,"10.91662445, 106.77641520276015"
725,Thuận An,Thuan An,Thành phố Thuận An,Thuan An City,thuan_an,74,"10.9035106, 106.6990779"
726,Bắc Tân Uyên,Bac Tan Uyen,Huyện Bắc Tân Uyên,Bac Tan Uyen District,bac_tan_uyen,74,"11.1376419, 106.86759671642224"
731,Biên Hòa,Bien Hoa,Thành phố Biên Hòa,Bien Hoa City,bien_hoa,75,"10.9509538, 106.8226134"
732,Long Khánh,Long Khanh,Thành phố Long Khánh,Long Khanh City,long_khanh,75,"10.9335279, 107.2416829"
734,Tân Phú,Tan Phu,Huyện Tân Phú,Tan Phu District,tan_phu,75,"11.379390749999999, 107.42947844616329"
735,Vĩnh Cửu,Vinh Cuu,Huyện Vĩnh Cửu,Vinh Cuu District,vinh_cuu,75,"11.24275055, 107.05314430683094"
736,Định Quán,Dinh Quan,Huyện Định Quán,Dinh Quan District,dinh_quan,75,"11.2099682, 107.31387654969225"
737,Trảng Bom,Trang Bom,Huyện Trảng Bom,Trang Bom District,trang_bom,75,"10.98092085, 107.01899713781296"
738,Thống Nhất,Thong Nhat,Huyện Thống Nhất,Thong Nhat District,thong_nhat,75,"10.97456575, 107.15719307832879"
739,Cẩm Mỹ,Cam My,Huyện Cẩm Mỹ,Cam My District,cam_my,75,"10.8526385, 107.1070049"
740,Long Thành,Long Thanh,Huyện Long Thành,Long Thanh District,long_thanh,75,"10.761313600000001, 107.0206350972808"
741,Xuân Lộc,Xuan Loc,Huyện Xuân Lộc,Xuan Loc District,xuan_loc,75,"10.927458, 107.43347297755236"
742,Nhơn Trạch,Nhon Trach,Huyện Nhơn Trạch,Nhon Trach District,nhon_trach,75,"10.682195799999999, 106.8771041160569"
747,Vũng Tàu,Vung Tau,Thành phố Vũng Tàu,Vung Tau City,vung_tau,77,"10.3486485, 107.0765028"
748,Bà Rịa,Ba Ria,Thành phố Bà Rịa,Ba Ria City,ba_ria,77,"10.4962696, 107.1688433"
750,Châu Đức,Chau Duc,Huyện Châu Đức,Chau Duc District,chau_duc,77,"10.6564461, 107.26674688112058"
751,Xuyên Mộc,Xuyen Moc,Huyện Xuyên Mộc,Xuyen Moc District,xuyen_moc,77,"10.6100336, 107.4225763"
752,Long Điền,Long Dien,Huyện Long Điền,Long Dien District,long_dien,77,"10.4472691, 107.2335413"
753,Đất Đỏ,Dat Do,Huyện Đất Đỏ,Dat Do District,dat_do,77,"10.4781804, 107.30779138044201"
754,Phú Mỹ,Phu My,Thị xã Phú Mỹ,Phu My Town,phu_my,77,"10.5882274, 107.0583976"
755,Côn Đảo,Con Dao,Huyện Côn Đảo,Con Dao District,con_dao,77,"8.700344, 106.6067876773179"
760,1,1,Quận 1,District 1,1,79,"10.7911024, 106.65333688126003"
761,12,12,Quận 12,District 12,12,79,"10.7434418, 106.61965"
764,Gò Vấp,Go Vap,Quận Gò Vấp,Go Vap District,go_vap,79,"10.8345635, 106.6739598"
765,Bình Thạnh,Binh Thanh,Quận Bình Thạnh,Binh Thanh District,binh_thanh,79,"10.8117887, 106.7039109"
766,Tân Bình,Tan Binh,Quận Tân Bình,Tan Binh District,tan_binh,79,"10.802583, 106.6521157"
767,Tân Phú,Tan Phu,Quận Tân Phú,Tan Phu District,tan_phu,79,"10.7914967, 106.6278431"
768,Phú Nhuận,Phu Nhuan,Quận Phú Nhuận,Phu Nhuan District,phu_nhuan,79,"10.800981, 106.6794379"
769,Thủ Đức,Thu Duc,Thành phố Thủ Đức,Thu Duc City,thu_duc,79,"10.8677621, 106.7660348"
770,3,3,Quận 3,District 3,3,79,"10.7304964, 106.6529482"
771,10,10,Quận 10,District 10,10,79,"10.8024259, 106.738096"
772,11,11,Quận 11,District 11,11,79,"10.7187135, 106.7025513"
773,4,4,Quận 4,District 4,4,79,"10.8156265, 106.7693638"
774,5,5,Quận 5,District 5,5,79,"10.7908096, 106.7424708"
775,6,6,Quận 6,District 6,6,79,"10.7127353, 106.6238205"
776,8,8,Quận 8,District 8,8,79,"10.7509418, 106.7177421"
777,Bình Tân,Binh Tan,Quận Bình Tân,Binh Tan District,binh_tan,79,"10.7703708, 106.5996353"
778,7,7,Quận 7,District 7,7,79,"10.7789519, 106.6983631"
783,Củ Chi,Cu Chi,Huyện Củ Chi,Cu Chi District,cu_chi,79,"11.0370567, 106.50241040288586"
784,Hóc Môn,Hoc Mon,Huyện Hóc Môn,Hoc Mon District,hoc_mon,79,"10.878345, 106.57635314823773"
785,Bình Chánh,Binh Chanh,Huyện Bình Chánh,Binh Chanh District,binh_chanh,79,"10.6644881, 106.5704726"
786,Nhà Bè,Nha Be,Huyện Nhà Bè,Nha Be District,nha_be,79,"10.6956953, 106.7395591"
787,Cần Giờ,Can Gio,Huyện Cần Giờ,Can Gio District,can_gio,79,"10.5265318, 106.88212441007174"
794,Tân An,Tan An,Thành phố Tân An,Tan An City,tan_an,80,"10.5364717, 106.4099039"
795,Kiến Tường,Kien Tuong,Thị xã Kiến Tường,Kien Tuong Town,kien_tuong,80,"10.7780503, 105.9354002"
796,Tân Hưng,Tan Hung,Huyện Tân Hưng,Tan Hung District,tan_hung,80,"10.816386, 105.69488807962748"
797,Vĩnh Hưng,Vinh Hung,Huyện Vĩnh Hưng,Vinh Hung District,vinh_hung,80,"10.89150225, 105.80061255356186"
798,Mộc Hóa,Moc Hoa,Huyện Mộc Hóa,Moc Hoa District,moc_hoa,80,"10.757619250000001, 106.04067805682209"
799,Tân Thạnh,Tan Thanh,Huyện Tân Thạnh,Tan Thanh District,tan_thanh,80,"10.6277416, 105.9649122306184"
800,Thạnh Hóa,Thanh Hoa,Huyện Thạnh Hóa,Thanh Hoa District,thanh_hoa,80,"10.69351325, 106.13937304444073"
801,Đức Huệ,Duc Hue,Huyện Đức Huệ,Duc Hue District,duc_hue,80,"10.865054, 106.25677281350906"
802,Đức Hòa,Duc Hoa,Huyện Đức Hòa,Duc Hoa District,duc_hoa,80,"10.882814799999998, 106.43380220306233"
803,Bến Lức,Ben Luc,Huyện Bến Lức,Ben Luc District,ben_luc,80,"10.69335045, 106.45385666047355"
804,Thủ Thừa,Thu Thua,Huyện Thủ Thừa,Thu Thua District,thu_thua,80,"10.6018802, 106.4025896"
805,Tân Trụ,Tan Tru,Huyện Tân Trụ,Tan Tru District,tan_tru,80,"10.5154391, 106.5103978"
806,Cần Đước,Can Duoc,Huyện Cần Đước,Can Duoc District,can_duoc,80,"10.5033076, 106.6039551"
807,Cần Giuộc,Can Giuoc,Huyện Cần Giuộc,Can Giuoc District,can_giuoc,80,"10.5775983, 106.6657201868218"
808,Châu Thành,Chau Thanh,Huyện Châu Thành,Chau Thanh District,chau_thanh,80,"10.4515593, 106.4966061"
815,Mỹ Tho,My Tho,Thành phố Mỹ Tho,My Tho City,my_tho,82,"10.3606197, 106.3658439"
816,Gò Công,Go Cong,Thị xã Gò Công,Go Cong Town,go_cong,82,"10.409431399999999, 106.6537621321041"
817,Cai Lậy,Cai Lay,Thị xã Cai Lậy,Cai Lay Town,cai_lay,82,"10.4065174, 106.1195395"
818,Tân Phước,Tan Phuoc,Huyện Tân Phước,Tan Phuoc District,tan_phuoc,82,"10.509738200000001, 106.21126813442129"
819,Cái Bè,Cai Be,Huyện Cái Bè,Cai Be District,cai_be,82,"10.403675849999999, 105.94846527603222"
820,Cai Lậy,Cai Lay,Huyện Cai Lậy,Cai Lay District,cai_lay,82,"10.4065174, 106.1195395"
821,Châu Thành,Chau Thanh,Huyện Châu Thành,Chau Thanh District,chau_thanh,82,"10.4215052, 106.27227425078098"
822,Chợ Gạo,Cho Gao,Huyện Chợ Gạo,Cho Gao District,cho_gao,82,"10.3524087, 106.4633873"
823,Gò Công Tây,Go Cong Tay,Huyện Gò Công Tây,Go Cong Tay District,go_cong_tay,82,"10.3546895, 106.58663997282127"
824,Gò Công Đông,Go Cong Dong,Huyện Gò Công Đông,Go Cong Dong District,go_cong_dong,82,"10.381731049999999, 106.7483420264516"
825,Tân Phú Đông,Tan Phu Dong,Huyện Tân Phú Đông,Tan Phu Dong District,tan_phu_dong,82,"10.2516925, 106.6729886891093"
829,Bến Tre,Ben Tre,Thành phố Bến Tre,Ben Tre City,ben_tre,83,"10.2448214, 106.3734823"
831,Châu Thành,Chau Thanh,Huyện Châu Thành,Chau Thanh District,chau_thanh,83,"10.28990475, 106.30288211003801"
832,Chợ Lách,Cho Lach,Huyện Chợ Lách,Cho Lach District,cho_lach,83,"10.2237865, 106.19144912276975"
833,Mỏ Cày Nam,Mo Cay Nam,Huyện Mỏ Cày Nam,Mo Cay Nam District,mo_cay_nam,83,"10.07112875, 106.35854291843015"
834,Giồng Trôm,Giong Trom,Huyện Giồng Trôm,Giong Trom District,giong_trom,83,"10.1589389, 106.5035598"
