code,name,name_en,full_name,full_name_en,code_name,province_code,center
230,Đoan Hùng,Doan Hung,Huyện Đoan Hùng,Doan Hung District,doan_hung,25,"21.6438394, 105.1801634"
231,Hạ Hoà,Ha Hoa,Huyện Hạ Hoà,Ha Hoa District,ha_hoa,25,"21.587605500000002, 104.99851429279514"
232,Thanh Ba,Thanh Ba,Huyện Thanh Ba,Thanh Ba District,thanh_ba,25,"21.45070665, 105.16626116492901"
233,Phù Ninh,Phu Ninh,Huyện Phù Ninh,Phu Ninh District,phu_ninh,25,"21.456894499999997, 105.29949459528628"
234,Yên Lập,Yen Lap,Huyện Yên Lập,Yen Lap District,yen_lap,25,"21.3722635, 104.9760095191688"
235,Cẩm Khê,Cam Khe,Huyện Cẩm Khê,Cam Khe District,cam_khe,25,"21.4263267, 105.1350331"
236,Tam Nông,Tam Nong,Huyện Tam Nông,Tam Nong District,tam_nong,25,"21.307453000000002, 105.23023958738162"
237,Lâm Thao,Lam Thao,Huyện Lâm Thao,Lam Thao District,lam_thao,25,"21.326521800000002, 105.28945037700699"
238,Thanh Sơn,Thanh Son,Huyện Thanh Sơn,Thanh Son District,thanh_son,25,"21.087268299999998, 105.19657036859971"
239,Thanh Thuỷ,Thanh Thuy,Huyện Thanh Thuỷ,Thanh Thuy District,thanh_thuy,25,"21.123781, 105.28785795717657"
240,Tân Sơn,Tan Son,Huyện Tân Sơn,Tan Son District,tan_son,25,"21.18988925, 104.98314082900026"
243,Vĩnh Yên,Vinh Yen,Thành phố Vĩnh Yên,Vinh Yen City,vinh_yen,26,"21.3088479, 105.5916322"
244,Phúc Yên,Phuc Yen,Thành phố Phúc Yên,Phuc Yen City,phuc_yen,26,"21.2332705, 105.7035505"
246,Lập Thạch,Lap Thach,Huyện Lập Thạch,Lap Thach District,lap_thach,26,"21.4130068, 105.4643726"
247,Tam Dương,Tam Duong,Huyện Tam Dương,Tam Duong District,tam_duong,26,"21.360439200000002, 105.56362559272"
248,Tam Đảo,Tam Dao,Huyện Tam Đảo,Tam Dao District,tam_dao,26,"21.4559982, 105.644466"
249,Bình Xuyên,Binh Xuyen,Huyện Bình Xuyên,Binh Xuyen District,binh_xuyen,26,"21.2809118, 105.671636"
250,Mê Linh,Me Linh,Huyện Mê Linh,Me Linh District,me_linh,01,"21.18078845, 105.70725700576077"
251,Yên Lạc,Yen Lac,Huyện Yên Lạc,Yen Lac District,yen_lac,26,"21.2190517, 105.5794739"
252,Vĩnh Tường,Vinh Tuong,Huyện Vĩnh Tường,Vinh Tuong District,vinh_tuong,26,"21.2487718, 105.49210963379441"
253,Sông Lô,Song Lo,Huyện Sông Lô,Song Lo District,song_lo,26,"21.5292124, 105.2972945"
256,Bắc Ninh,Bac Ninh,Thành phố Bắc Ninh,Bac Ninh City,bac_ninh,27,"21.1781515, 106.0710078"
258,Yên Phong,Yen Phong,Huyện Yên Phong,Yen Phong District,yen_phong,27,"21.2100296, 105.97596819463995"
259,Quế Võ,Que Vo,Thị xã Quế Võ,Que Vo Town,que_vo,27,"21.14473675, 106.19972677152838"
260,Tiên Du,Tien Du,Huyện Tiên Du,Tien Du District,tien_du,27,"21.1260431, 106.02947969566553"
261,Từ Sơn,Tu Son,Thành phố Từ Sơn,Tu Son City,tu_son,27,"21.113309, 105.9568611"
262,Thuận Thành,Thuan Thanh,Thị xã Thuận Thành,Thuan Thanh Town,thuan_thanh,27,"21.0384562, 106.07811573738266"
263,Gia Bình,Gia Binh,Huyện Gia Bình,Gia Binh District,gia_binh,27,"21.0638566, 106.20034615342385"
264,Lương Tài,Luong Tai,Huyện Lương Tài,Luong Tai District,luong_tai,27,"21.02481855, 106.24108574105982"
268,Hà Đông,Ha Dong,Quận Hà Đông,Ha Dong District,ha_dong,01,"20.9551855, 105.758011"
269,Sơn Tây,Son Tay,Thị xã Sơn Tây,Son Tay Town,son_tay,01,"21.1386671, 105.5056335"
271,Ba Vì,Ba Vi,Huyện Ba Vì,Ba Vi District,ba_vi,01,"21.155976600000002, 105.37494274237581"
272,Phúc Thọ,Phuc Tho,Huyện Phúc Thọ,Phuc Tho District,phuc_tho,01,"21.1083568, 105.5423115"
273,Đan Phượng,Dan Phuong,Huyện Đan Phượng,Dan Phuong District,dan_phuong,01,"21.11962705, 105.67846820592845"
274,Hoài Đức,Hoai Duc,Huyện Hoài Đức,Hoai Duc District,hoai_duc,01,"21.02292555, 105.70347943078642"
275,Quốc Oai,Quoc Oai,Huyện Quốc Oai,Quoc Oai District,quoc_oai,01,"20.990187, 105.640876"
276,Thạch Thất,Thach That,Huyện Thạch Thất,Thach That District,thach_that,01,"21.0235566, 105.55373581804929"
277,Chương Mỹ,Chuong My,Huyện Chương Mỹ,Chuong My District,chuong_my,01,"20.87851585, 105.64923352491572"
278,Thanh Oai,Thanh Oai,Huyện Thanh Oai,Thanh Oai District,thanh_oai,01,"20.8602693, 105.78016441102196"
279,Thường Tín,Thuong Tin,Huyện Thường Tín,Thuong Tin District,thuong_tin,01,"20.8719979, 105.86414"
280,Phú Xuyên,Phu Xuyen,Huyện Phú Xuyên,Phu Xuyen District,phu_xuyen,01,"20.7368916, 105.9129798"
281,Ứng Hòa,Ung Hoa,Huyện Ứng Hòa,Ung Hoa District,ung_hoa,01,"20.7110772, 105.81433035379561"
282,Mỹ Đức,My Duc,Huyện Mỹ Đức,My Duc District,my_duc,01,"20.697382599999997, 105.71577535499549"
288,Hải Dương,Hai Duong,Thành phố Hải Dương,Hai Duong City,hai_duong,30,"20.9430878, 106.3225388"
290,Chí Linh,Chi Linh,Thành phố Chí Linh,Chi Linh City,chi_linh,30,"21.1074209, 106.3873204"
291,Nam Sách,Nam Sach,Huyện Nam Sách,Nam Sach District,nam_sach,30,"21.021640249999997, 106.33553342548927"
292,Kinh Môn,Kinh Mon,Thị xã Kinh Môn,Kinh Mon Town,kinh_mon,30,"20.9999626, 106.51302527084664"
293,Kim Thành,Kim Thanh,Huyện Kim Thành,Kim Thanh District,kim_thanh,30,"20.927149749999998, 106.51089146358728"
294,Thanh Hà,Thanh Ha,Huyện Thanh Hà,Thanh Ha District,thanh_ha,30,"20.8974948, 106.4274466"
295,Cẩm Giàng,Cam Giang,Huyện Cẩm Giàng,Cam Giang District,cam_giang,30,"20.9512277, 106.21698098447946"
296,Bình Giang,Binh Giang,Huyện Bình Giang,Binh Giang District,binh_giang,30,"20.875629500000002, 106.19346351646702"
297,Gia Lộc,Gia Loc,Huyện Gia Lộc,Gia Loc District,gia_loc,30,"20.8443905, 106.30103708763326"
298,Tứ Kỳ,Tu Ky,Huyện Tứ Kỳ,Tu Ky District,tu_ky,30,"20.8214888, 106.3983485"
299,Ninh Giang,Ninh Giang,Huyện Ninh Giang,Ninh Giang District,ninh_giang,30,"20.75314105, 106.33174108024527"
300,Thanh Miện,Thanh Mien,Huyện Thanh Miện,Thanh Mien District,thanh_mien,30,"20.76602915, 106.22868145662432"
303,Hồng Bàng,Hong Bang,Quận Hồng Bàng,Hong Bang District,hong_bang,31,"20.8684556, 106.659955"
304,Ngô Quyền,Ngo Quyen,Quận Ngô Quyền,Ngo Quyen District,ngo_quyen,31,"20.8652545, 106.705398"
305,Lê Chân,Le Chan,Quận Lê Chân,Le Chan District,le_chan,31,"20.8435136, 106.6782374"
306,Hải An,Hai An,Quận Hải An,Hai An District,hai_an,31,"20.8347956, 106.7286831"
307,Kiến An,Kien An,Quận Kiến An,Kien An District,kien_an,31,"20.8069819, 106.6391585"
308,Đồ Sơn,Do Son,Quận Đồ Sơn,Do Son District,do_son,31,"20.7225781, 106.7676868"
309,Dương Kinh,Duong Kinh,Quận Dương Kinh,Duong Kinh District,duong_kinh,31,"20.7982254, 106.7122143"
311,Thuỷ Nguyên,Thuy Nguyen,Huyện Thuỷ Nguyên,Thuy Nguyen District,thuy_nguyen,31,"20.941078349999998, 106.68503670470655"
312,An Dương,An Duong,Huyện An Dương,An Duong District,an_duong,31,"20.8629686, 106.6135727"
313,An Lão,An Lao,Huyện An Lão,An Lao District,an_lao,31,"20.8218475, 106.557187"
314,Kiến Thuỵ,Kien Thuy,Huyện Kiến Thuỵ,Kien Thuy District,kien_thuy,31,"20.73365105, 106.67151606796983"
315,Tiên Lãng,Tien Lang,Huyện Tiên Lãng,Tien Lang District,tien_lang,31,"20.7257875, 106.5568407"
316,Vĩnh Bảo,Vinh Bao,Huyện Vĩnh Bảo,Vinh Bao District,vinh_bao,31,"20.6918415, 106.479352"
317,Cát Hải,Cat Hai,Huyện Cát Hải,Cat Hai District,cat_hai,31,"20.7969968, 106.8905903"
318,Bạch Long Vĩ,Bach Long Vi,Huyện Bạch Long Vĩ,Bach Long Vi District,bach_long_vi,31,"20.1243236, 107.7269122"
323,Hưng Yên,Hung Yen,Thành phố Hưng Yên,Hung Yen City,hung_yen,33,"20.6568406, 106.054036"
325,Văn Lâm,Van Lam,Huyện Văn Lâm,Van Lam District,van_lam,33,"20.972623499999997, 106.01646597968514"
326,Văn Giang,Van Giang,Huyện Văn Giang,Van Giang District,van_giang,33,"20.9298976, 105.96327503831853"
327,Yên Mỹ,Yen My,Huyện Yên Mỹ,Yen My District,yen_my,33,"20.894997500000002, 106.0213599668703"
328,Mỹ Hào,My Hao,Thị xã Mỹ Hào,My Hao Town,my_hao,33,"20.9361841, 106.0584514"
329,Ân Thi,An Thi,Huyện Ân Thi,An Thi District,an_thi,33,"20.812668799999997, 106.09573782253199"
330,Khoái Châu,Khoai Chau,Huyện Khoái Châu,Khoai Chau District,khoai_chau,33,"20.830855, 105.97595651121978"
331,Kim Động,Kim Dong,Huyện Kim Động,Kim Dong District,kim_dong,33,"20.755141950000002, 106.03019090846877"
332,Tiên Lữ,Tien Lu,Huyện Tiên Lữ,Tien Lu District,tien_lu,33,"20.681682799999997, 106.14249761475986"
333,Phù Cừ,Phu Cu,Huyện Phù Cừ,Phu Cu District,phu_cu,33,"20.713157250000002, 106.18141954602125"
336,Thái Bình,Thai Binh,Thành phố Thái Bình,Thai Binh City,thai_binh,34,"20.449288, 106.3424893"
338,Quỳnh Phụ,Quynh Phu,Huyện Quỳnh Phụ,Quynh Phu District,quynh_phu,34,"20.647978600000002, 106.3630021418404"
339,Hưng Hà,Hung Ha,Huyện Hưng Hà,Hung Ha District,hung_ha,34,"20.5934597, 106.21843677154311"
340,Đông Hưng,Dong Hung,Huyện Đông Hưng,Dong Hung District,dong_hung,34,"20.548813199999998, 106.33975983796992"
341,Thái Thụy,Thai Thuy,Huyện Thái Thụy,Thai Thuy District,thai_thuy,34,"20.54123525, 106.51081932008964"
342,Tiền Hải,Tien Hai,Huyện Tiền Hải,Tien Hai District,tien_hai,34,"20.3768181, 106.52240546449468"
343,Kiến Xương,Kien Xuong,Huyện Kiến Xương,Kien Xuong District,kien_xuong,34,"20.3967441, 106.42057075471456"
344,Vũ Thư,Vu Thu,Huyện Vũ Thư,Vu Thu District,vu_thu,34,"20.4256828, 106.26253362431754"
347,Phủ Lý,Phu Ly,Thành phố Phủ Lý,Phu Ly City,phu_ly,35,"20.5447207, 105.915517"
349,Duy Tiên,Duy Tien,Thị xã Duy Tiên,Duy Tien Town,duy_tien,35,"20.630617649999998, 105.97138916063906"
350,Kim Bảng,Kim Bang,Huyện Kim Bảng,Kim Bang District,kim_bang,35,"20.57129535, 105.84344789008205"
351,Thanh Liêm,Thanh Liem,Huyện Thanh Liêm,Thanh Liem District,thanh_liem,35,"20.44534775, 105.92103804498532"
352,Bình Lục,Binh Luc,Huyện Bình Lục,Binh Luc District,binh_luc,35,"20.5002363, 106.0508339"
353,Lý Nhân,Ly Nhan,Huyện Lý Nhân,Ly Nhan District,ly_nhan,35,"20.54725985, 106.0996179984094"
356,Nam Định,Nam Dinh,Thành phố Nam Định,Nam Dinh City,nam_dinh,36,"20.4232641, 106.1688515"
358,Mỹ Lộc,My Loc,Huyện Mỹ Lộc,My Loc District,my_loc,36,"20.454958599999998, 106.11072485406683"
359,Vụ Bản,Vu Ban,Huyện Vụ Bản,Vu Ban District,vu_ban,36,"20.38293865, 106.09987183473487"
360,Ý Yên,Y Yen,Huyện Ý Yên,Y Yen District,y_yen,36,"20.32892715, 105.99704174849221"
361,Nghĩa Hưng,Nghia Hung,Huyện Nghĩa Hưng,Nghia Hung District,nghia_hung,36,"20.1005413, 106.17526822430429"
362,Nam Trực,Nam Truc,Huyện Nam Trực,Nam Truc District,nam_truc,36,"20.334464150000002, 106.21280624561578"
363,Trực Ninh,Truc Ninh,Huyện Trực Ninh,Truc Ninh District,truc_ninh,36,"20.243564749999997, 106.21492058780298"
364,Xuân Trường,Xuan Truong,Huyện Xuân Trường,Xuan Truong District,xuan_truong,36,"20.2972793, 106.37971276018536"
365,Giao Thủy,Giao Thuy,Huyện Giao Thủy,Giao Thuy District,giao_thuy,36,"20.24811305, 106.47429842251758"
366,Hải Hậu,Hai Hau,Huyện Hải Hậu,Hai Hau District,hai_hau,36,"20.1228538, 106.24849271859472"
369,Ninh Bình,Ninh Binh,Thành phố Ninh Bình,Ninh Binh City,ninh_binh,37,"20.2421142, 105.9746207"
370,Tam Điệp,Tam Diep,Thành phố Tam Điệp,Tam Diep City,tam_diep,37,"20.160501699999998, 105.87570425998786"
372,Nho Quan,Nho Quan,Huyện Nho Quan,Nho Quan District,nho_quan,37,"20.31154495, 105.74858793941853"
373,Gia Viễn,Gia Vien,Huyện Gia Viễn,Gia Vien District,gia_vien,37,"20.3298145, 105.87296756599235"
374,Hoa Lư,Hoa Lu,Huyện Hoa Lư,Hoa Lu District,hoa_lu,37,"20.2525683, 105.95044819473213"
375,Yên Khánh,Yen Khanh,Huyện Yên Khánh,Yen Khanh District,yen_khanh,37,"20.1897243, 106.09468715434625"
376,Kim Sơn,Kim Son,Huyện Kim Sơn,Kim Son District,kim_son,37,"20.0240516, 106.08794668663856"
377,Yên Mô,Yen Mo,Huyện Yên Mô,Yen Mo District,yen_mo,37,"20.1281337, 106.01227646164281"
380,Thanh Hóa,Thanh Hoa,Thành phố Thanh Hóa,Thanh Hoa City,thanh_hoa,38,"19.8076814, 105.7767437"
381,Bỉm Sơn,Bim Son,Thị xã Bỉm Sơn,Bim Son Town,bim_son,38,"20.0881155, 105.88137263124904"
382,Sầm Sơn,Sam Son,Thành phố Sầm Sơn,Sam Son City,sam_son,38,"19.7364901, 105.8989974"
384,Mường Lát,Muong Lat,Huyện Mường Lát,Muong Lat District,muong_lat,38,"20.5275896, 104.602002"
385,Quan Hóa,Quan Hoa,Huyện Quan Hóa,Quan Hoa District,quan_hoa,38,"20.486507, 104.96621876237262"
386,Bá Thước,Ba Thuoc,Huyện Bá Thước,Ba Thuoc District,ba_thuoc,38,"20.3794035, 105.27657165402329"
387,Quan Sơn,Quan Son,Huyện Quan Sơn,Quan Son District,quan_son,38,"20.2540695, 104.82603973786325"
388,Lang Chánh,Lang Chanh,Huyện Lang Chánh,Lang Chanh District,lang_chanh,38,"20.1547192, 105.2395112"
389,Ngọc Lặc,Ngoc Lac,Huyện Ngọc Lặc,Ngoc Lac District,ngoc_lac,38,"20.068114, 105.38811681922738"
390,Cẩm Thủy,Cam Thuy,Huyện Cẩm Thủy,Cam Thuy District,cam_thuy,38,"20.204455000000003, 105.44603597377555"
391,Thạch Thành,Thach Thanh,Huyện Thạch Thành,Thach Thanh District,thach_thanh,38,"20.2110359, 105.63496621477333"
392,Hà Trung,Ha Trung,Huyện Hà Trung,Ha Trung District,ha_trung,38,"20.0551795, 105.8113060040203"
393,Vĩnh Lộc,Vinh Loc,Huyện Vĩnh Lộc,Vinh Loc District,vinh_loc,38,"20.0408855, 105.64896768729713"
394,Yên Định,Yen Dinh,Huyện Yên Định,Yen Dinh District,yen_dinh,38,"20.00772245, 105.59748730339766"
395,Thọ Xuân,Tho Xuan,Huyện Thọ Xuân,Tho Xuan District,tho_xuan,38,"19.9314713, 105.5201075"
396,Thường Xuân,Thuong Xuan,Huyện Thường Xuân,Thuong Xuan District,thuong_xuan,38,"19.903584, 105.3465072"
397,Triệu Sơn,Trieu Son,Huyện Triệu Sơn,Trieu Son District,trieu_son,38,"19.8021715, 105.59506089270678"
398,Thiệu Hóa,Thieu Hoa,Huyện Thiệu Hóa,Thieu Hoa District,thieu_hoa,38,"19.8862853, 105.6800613"
399,Hoằng Hóa,Hoang Hoa,Huyện Hoằng Hóa,Hoang Hoa District,hoang_hoa,38,"19.8658262, 105.8659569600996"
400,Hậu Lộc,Hau Loc,Huyện Hậu Lộc,Hau Loc District,hau_loc,38,"19.933526550000003, 105.87587489869841"
401,Nga Sơn,Nga Son,Huyện Nga Sơn,Nga Son District,nga_son,38,"20.004185900000003, 105.9822497973085"
402,Như Xuân,Nhu Xuan,Huyện Như Xuân,Nhu Xuan District,nhu_xuan,38,"19.597625899999997, 105.39804939202128"
403,Như Thanh,Nhu Thanh,Huyện Như Thanh,Nhu Thanh District,nhu_thanh,38,"19.6347474, 105.5590684"
404,Nông Cống,Nong Cong,Huyện Nông Cống,Nong Cong District,nong_cong,38,"19.626195, 105.6499863"
405,Đông Sơn,Dong Son,Huyện Đông Sơn,Dong Son District,dong_son,38,"19.7968464, 105.7909966"
406,Quảng Xương,Quang Xuong,Huyện Quảng Xương,Quang Xuong District,quang_xuong,38,"19.6641797, 105.78532208552348"
407,Nghi Sơn,Nghi Son,Thị xã Nghi Sơn,Nghi Son Town,nghi_son,38,"19.4507834, 105.7801293"
412,Vinh,Vinh,Thành phố Vinh,Vinh City,vinh,40,"18.6698528, 105.6840371"
413,Cửa Lò,Cua Lo,Thị xã Cửa Lò,Cua Lo Town,cua_lo,40,"18.78974635, 105.72038883764972"
414,Thái Hoà,Thai Hoa,Thị xã Thái Hoà,Thai Hoa Town,thai_hoa,40,"19.2949005, 105.4471800839254"
415,Quế Phong,Que Phong,Huyện Quế Phong,Que Phong District,que_phong,40,"19.707288, 104.84990689137439"
416,Quỳ Châu,Quy Chau,Huyện Quỳ Châu,Quy Chau District,quy_chau,40,"19.53561835, 105.13297446709093"
417,Kỳ Sơn,Ky Son,Huyện Kỳ Sơn,Ky Son District,ky_son,40,"19.410235649999997, 104.18698456526376"
418,Tương Dương,Tuong Duong,Huyện Tương Dương,Tuong Duong District,tuong_duong,40,"19.320369200000002, 104.62796921092348"
419,Nghĩa Đàn,Nghia Dan,Huyện Nghĩa Đàn,Nghia Dan District,nghia_dan,40,"19.354525449999997, 105.50936555658564"
420,Quỳ Hợp,Quy Hop,Huyện Quỳ Hợp,Quy Hop District,quy_hop,40,"19.322734, 105.16178413371068"
421,Quỳnh Lưu,Quynh Luu,Huyện Quỳnh Lưu,Quynh Luu District,quynh_luu,40,"19.23285405, 105.60004256673577"
422,Con Cuông,Con Cuong,Huyện Con Cuông,Con Cuong District,con_cuong,40,"19.0507357, 104.8802469"
423,Tân Kỳ,Tan Ky,Huyện Tân Kỳ,Tan Ky District,tan_ky,40,"19.102774, 105.22124030146261"
424,Anh Sơn,Anh Son,Huyện Anh Sơn,Anh Son District,anh_son,40,"18.9669845, 105.10268915997932"
425,Diễn Châu,Dien Chau,Huyện Diễn Châu,Dien Chau District,dien_chau,40,"19.021568000000002, 105.57809018508287"
426,Yên Thành,Yen Thanh,Huyện Yên Thành,Yen Thanh District,yen_thanh,40,"19.0232605, 105.41540765835353"
427,Đô Lương,Do Luong,Huyện Đô Lương,Do Luong District,do_luong,40,"18.9159875, 105.31406798494636"
428,Thanh Chương,Thanh Chuong,Huyện Thanh Chương,Thanh Chuong District,thanh_chuong,40,"18.735394, 105.22430726291302"
429,Nghi Lộc,Nghi Loc,Huyện Nghi Lộc,Nghi Loc District,nghi_loc,40,"18.7932116, 105.5277696693013"
430,Nam Đàn,Nam Dan,Huyện Nam Đàn,Nam Dan District,nam_dan,40,"18.67394455, 105.52351162918467"
431,Hưng Nguyên,Hung Nguyen,Huyện Hưng Nguyên,Hung Nguyen District,hung_nguyen,40,"18.685556849999998, 105.62395394235884"
432,Hoàng Mai,Hoang Mai,Thị xã Hoàng Mai,Hoang Mai Town,hoang_mai,40,"19.2684676, 105.7163991"
436,Hà Tĩnh,Ha Tinh,Thành phố Hà Tĩnh,Ha Tinh City,ha_tinh,42,"18.3452745, 105.9019482"
437,Hồng Lĩnh,Hong Linh,Thị xã Hồng Lĩnh,Hong Linh Town,hong_linh,42,"18.5338755, 105.71148245187794"
439,Hương Sơn,Huong Son,Huyện Hương Sơn,Huong Son District,huong_son,42,"18.4457607, 105.24850978616601"
440,Đức Thọ,Duc Tho,Huyện Đức Thọ,Duc Tho District,duc_tho,42,"18.4886823, 105.60529294514542"
441,Vũ Quang,Vu Quang,Huyện Vũ Quang,Vu Quang District,vu_quang,42,"18.324171550000003, 105.4534327766688"
442,Nghi Xuân,Nghi Xuan,Huyện Nghi Xuân,Nghi Xuan District,nghi_xuan,42,"18.644494199999997, 105.75753114971519"
443,Can Lộc,Can Loc,Huyện Can Lộc,Can Loc District,can_loc,42,"18.4436926, 105.73145497029198"
444,Hương Khê,Huong Khe,Huyện Hương Khê,Huong Khe District,huong_khe,42,"18.19256585, 105.67922366452693"
445,Thạch Hà,Thach Ha,Huyện Thạch Hà,Thach Ha District,thach_ha,42,"18.30697275, 105.83052092303258"
446,Cẩm Xuyên,Cam Xuyen,Huyện Cẩm Xuyên,Cam Xuyen District,cam_xuyen,42,"18.1901239, 106.01012297452532"
447,Kỳ Anh,Ky Anh,Huyện Kỳ Anh,Ky Anh District,ky_anh,42,"18.0665114, 106.3001346"
448,Lộc Hà,Loc Ha,Huyện Lộc Hà,Loc Ha District,loc_ha,42,"18.4667912, 105.86786423728505"
449,Kỳ Anh,Ky Anh,Thị xã Kỳ Anh,Ky Anh Town,ky_anh,42,"18.0665114, 106.3001346"
450,Đồng Hới,Dong Hoi,Thành phố Đồng Hới,Dong Hoi City,dong_hoi,44,"17.4659566, 106.5984715"
452,Minh Hóa,Minh Hoa,Huyện Minh Hóa,Minh Hoa District,minh_hoa,44,"17.734754549999998, 105.92044281772877"
453,Tuyên Hóa,Tuyen Hoa,Huyện Tuyên Hóa,Tuyen Hoa District,tuyen_hoa,44,"17.899741, 106.10430650862298"
454,Quảng Trạch,Quang Trach,Huyện Quảng Trạch,Quang Trach District,quang_trach,44,"17.87216885, 106.36244821515544"
455,Bố Trạch,Bo Trach,Huyện Bố Trạch,Bo Trach District,bo_trach,44,"17.4870298, 106.26205435398407"
456,Quảng Ninh,Quang Ninh,Huyện Quảng Ninh,Quang Ninh District,quang_ninh,44,"17.2541355, 106.49382210833164"
457,Lệ Thủy,Le Thuy,Huyện Lệ Thủy,Le Thuy District,le_thuy,44,"17.12671625, 106.74298138569763"
458,Ba Đồn,Ba Don,Thị xã Ba Đồn,Ba Don Town,ba_don,44,"17.7558925, 106.420438"
461,Đông Hà,Dong Ha,Thành phố Đông Hà,Dong Ha City,dong_ha,45,"16.8172845, 107.1010378"
462,Quảng Trị,Quang Tri,Thị xã Quảng Trị,Quang Tri Town,quang_tri,45,"16.7546907, 107.1895518"
464,Vĩnh Linh,Vinh Linh,Huyện Vĩnh Linh,Vinh Linh District,vinh_linh,45,"17.026848049999998, 106.96126319109172"
465,Hướng Hóa,Huong Hoa,Huyện Hướng Hóa,Huong Hoa District,huong_hoa,45,"16.703847500000002, 106.67767132317005"
466,Gio Linh,Gio Linh,Huyện Gio Linh,Gio Linh District,gio_linh,45,"16.91217625, 107.0450282007268"
467,Đa Krông,Da Krong,Huyện Đa Krông,Da Krong District,da_krong,45,"16.56829855, 106.97956012608"
468,Cam Lộ,Cam Lo,Huyện Cam Lộ,Cam Lo District,cam_lo,45,"16.7847145, 106.94427505884894"
469,Triệu Phong,Trieu Phong,Huyện Triệu Phong,Trieu Phong District,trieu_phong,45,"16.776754750000002, 107.18762783891529"
470,Hải Lăng,Hai Lang,Huyện Hải Lăng,Hai Lang District,hai_lang,45,"16.6840121, 107.26047761439295"
471,Cồn Cỏ,Con Co,Huyện Cồn Cỏ,Con Co District,con_co,45,"17.158597999999998, 107.33935763961352"
474,Huế,Hue,Thành phố Huế,Hue City,hue,46,"16.4639321, 107.5863388"
476,Phong Điền,Phong Dien,Huyện Phong Điền,Phong Dien District,phong_dien,46,"16.5819269, 107.3654347"
477,Quảng Điền,Quang Dien,Huyện Quảng Điền,Quang Dien District,quang_dien,46,"16.5891445, 107.512176991567"
478,Phú Vang,Phu Vang,Huyện Phú Vang,Phu Vang District,phu_vang,46,"16.4423967, 107.74402210205596"
479,Hương Thủy,Huong Thuy,Thị xã Hương Thủy,Huong Thuy Town,huong_thuy,46,"16.4115408, 107.671579"
480,Hương Trà,Huong Tra,Thị xã Hương Trà,Huong Tra Town,huong_tra,46,"16.40011605, 107.43979566731063"
481,A Lưới,A Luoi,Huyện A Lưới,A Luoi District,a_luoi,46,"16.2740079, 107.2338277"
482,Phú Lộc,Phu Loc,Huyện Phú Lộc,Phu Loc District,phu_loc,46,"16.280351, 107.858984"
483,Nam Đông,Nam Dong,Huyện Nam Đông,Nam Dong District,nam_dong,46,"16.118737099999997, 107.68436081648454"
490,Liên Chiểu,Lien Chieu,Quận Liên Chiểu,Lien Chieu District,lien_chieu,48,"16.0891126, 108.1420613"
491,Thanh Khê,Thanh Khe,Quận Thanh Khê,Thanh Khe District,thanh_khe,48,"16.071571, 108.2093029"
492,Hải Châu,Hai Chau,Quận Hải Châu,Hai Chau District,hai_chau,48,"16.0589539, 108.2194844"
493,Sơn Trà,Son Tra,Quận Sơn Trà,Son Tra District,son_tra,48,"16.0833029, 108.2389578"
494,Ngũ Hành Sơn,Ngu Hanh Son,Quận Ngũ Hành Sơn,Ngu Hanh Son District,ngu_hanh_son,48,"16.00402, 108.26277454198583"
495,Cẩm Lệ,Cam Le,Quận Cẩm Lệ,Cam Le District,cam_le,48,"16.0153046, 108.2013088"
497,Hòa Vang,Hoa Vang,Huyện Hòa Vang,Hoa Vang District,hoa_vang,48,"16.06665445, 107.97380571659018"
498,Hoàng Sa,Hoang Sa,Huyện Hoàng Sa,Hoang Sa District,hoang_sa,48,"16.1119876, 108.3090482"
502,Tam Kỳ,Tam Ky,Thành phố Tam Kỳ,Tam Ky City,tam_ky,49,"15.5673735, 108.4842128"
503,Hội An,Hoi An,Thành phố Hội An,Hoi An City,hoi_an,49,"15.8798137, 108.3273939"
504,Tây Giang,Tay Giang,Huyện Tây Giang,Tay Giang District,tay_giang,49,"15.8951, 107.49799377743092"
505,Đông Giang,Dong Giang,Huyện Đông Giang,Dong Giang District,dong_giang,49,"15.9126695, 107.72595336169113"
506,Đại Lộc,Dai Loc,Huyện Đại Lộc,Dai Loc District,dai_loc,49,"15.834066, 107.95424248403194"
507,Điện Bàn,Dien Ban,Thị xã Điện Bàn,Dien Ban Town,dien_ban,49,"15.9039742, 108.2200836"
508,Duy Xuyên,Duy Xuyen,Huyện Duy Xuyên,Duy Xuyen District,duy_xuyen,49,"15.794173, 108.16110539379136"
509,Quế Sơn,Que Son,Huyện Quế Sơn,Que Son District,que_son,49,"15.7247795, 108.24741908024018"
510,Nam Giang,Nam Giang,Huyện Nam Giang,Nam Giang District,nam_giang,49,"15.606755199999998, 107.60690407793076"
511,Phước Sơn,Phuoc Son,Huyện Phước Sơn,Phuoc Son District,phuoc_son,49,"15.387219949999999, 107.83668584707358"
512,Hiệp Đức,Hiep Duc,Huyện Hiệp Đức,Hiep Duc District,hiep_duc,49,"15.5183414, 108.10260688584464"
513,Thăng Bình,Thang Binh,Huyện Thăng Bình,Thang Binh District,thang_binh,49,"15.7077252, 108.39703627614333"
514,Tiên Phước,Tien Phuoc,Huyện Tiên Phước,Tien Phuoc District,tien_phuoc,49,"15.4910852, 108.25550823586187"
515,Bắc Trà My,Bac Tra My,Huyện Bắc Trà My,Bac Tra My District,bac_tra_my,49,"15.27711365, 108.1979448936211"
